Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Tailwheel	Remarks
"03/22/04"	"PA24-250"	"N6168P"	"F46-F46"	0.8	1	0	0.0	0.8	1	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"IFR Practice - NDB Approach into Rockwall"
"03/23/04"	"PA24-250"	"N6168P"	"F46-RNV-9A0-GAD-TXK-F46"	10.1	2	3	0.0	0.0	0	0.0	5.1	10.1	0.0	10.1	0.0	0.0	0.0		"Rockwall to Cleveland, MS (update Bolivar) to Elliot Field, GA, to Gadsden, AL to Texarkana (fuel) to Rockwall."
"03/25/04"	"PA24-250"	"N6168P"	"F46-CVN"	2.8	1	0	0.0	0.0	0	0.0	0.0	2.8	2.8	2.8	0.0	0.0	0.0		"Rockwall to Clovis, NM (Parmer County)"
"03/26/04"	"PA24-250"	"N6168P"	"CVN-F46"	2.8	1	0	0.0	0.0	0	0.0	0.0	2.8	2.8	2.8	0.0	0.0	0.0		"Clovis, NM to Rockwall, Tx"
"04/02/04"	"AA-5B"	"N3196L"	"F46-F46"	0.8	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"Local flight in Gruman with Bill Porter."
"04/02/04"	"AA-5B"	"N3196L"	"F46-F46"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		"Solo in Gruman Tiger (Bill Porter's plane)"
"04/03/04"	"PA24-250"	"N6168P"	"F46-T48-F46"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Local flight with Walt Lawhead and Matt. Grant.  Flew to Phillips Flying Ranch"
"04/04/04"	"PA24-250"	"N6168P"	"F46-F31-F46"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"Breakfast flight to Lake Texoma and back."
"04/09/04"	"PA24-250"	"N6168P"	"F46-CVN-GNT-VGT"	11.4	3	0	0.0	0.0	0	0.0	0.0	11.4	0.0	11.4	0.0	0.0	0.0		"Rockwall to Clovis, NM (fuel) to Grants, NM (update) to North Las Vegas."
"04/10/04"	"PA24-250"	"N6168P"	"VGT-CCR"	3.1	1	0	0.0	0.0	0	0.0	0.0	3.1	0.0	3.1	0.0	0.0	0.0		"North Las Vegas across Sierra Nevadas to Buchanan Field, CA"
"04/11/04"	"PA24-250"	"N6168P"	"CCR-MMV-TIW"	3.8	2	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	0.0		"Buchanan Field to McMinnville, OR (fuel) to Tacoma Narrows, WA (Tacoma Install)"
"04/16/04"	"PA24-250"	"N6168P"	"TIW-DLS-S67-U42"	5.5	3	0	0.0	0.0	0	0.0	0.0	5.5	0.0	5.5	0.0	0.0	0.0		"Tacoma to The Dalles, OR to Boise, ID to Salt Lake #2"
"04/17/04"	"PA24-250"	"N6168P"	"U42-TAD-DHT-F46"	6.5	4	0	0.0	0.0	0	0.0	0.0	6.5	0.0	6.5	0.0	0.0	0.0		"Salt Lake #2 to Trinidad, Co to Dalhart, TX to Rockwall."
"04/19/04"	"PA24-250"	"N6168P"	"F46-RNV"	2.1	1	0	0.0	0.0	0	0.0	0.0	2.1	2.1	2.1	0.0	0.0	0.0		"Rockwall to Cleveland, MS ( Bolivar County install)"
"04/20/04"	"PA24-250"	"N6168P"	"RNV-OSA-F46"	2.6	2	0	0.0	0.0	0	0.0	0.0	2.6	2.6	2.6	0.0	0.0	0.0		"Bolivar, MS to Mt. Pleasant, AR to Rockwall"
"04/21/04"	"PA24-250"	"N6168P"	"F46-27R-F46"	3.7	2	0	0.0	0.0	0	0.0	0.7	0.0	3.7	3.7	0.0	0.0	0.0		"Rockwall to Eldorado, TX (Schliecher update) and back to Rockwall."
"04/24/04"	"PA24-250"	"N6168P"	"F46-F46"	1.4	2	0	0.0	1.4	4	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0		"IFR Practice - VOR/DME 17 at GVT - Walt Lawhead SP"
"04/25/04"	"PA24-250"	"N6168P"	"F46-F46"	1.1	1	0	0.0	1.1	3	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0		"IFR Practice - VOR/DME 17 at GVT (Jeff Honea SP)"
"04/25/04"	"C152"	"N6339"	"F46-F46"	0.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"First flight in Jeff Honea's C152."
"04/25/04"	"C172N"	"N6572D"	"F46-F46"	1.1	6	0	0.0	0.0	0	0.0	0.0	0.0	1.1	1.1	0.0	0.0	0.0		"Local flight in C-172"
"04/26/04"	"PA24-250"	"N6168P"	"F46-5A6-M24-H36-IER-F46"	5.3	4	1	0.0	0.0	0	0.0	2.3	5.3	5.3	5.3	0.0	0.0	0.0		"Rockwall to Winona, MS to Wiggins, MS to Hattiesburg, MS to Natchitoches to Rockwall (see clients)"
"04/28/04"	"PA24-250"	"N6168P"	"F46-F46"	1.5	1	0	0.0	1.5	4	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		"IFR training - NDB Approaches (Jim Phillips - instructor )"
"05/02/04"	"C172N"	"N6572D"	"F46-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Short local flight."
"05/03/04"	"PA24-250"	"N6168P"	"F46-COT"	2.2	1	0	0.0	0.0	0	0.0	0.0	2.2	2.2	2.2	0.0	0.0	0.0		"Rockwall to Cotulla, TX (Cotulla install)"
"05/04/04"	"PA24-250"	"N6168P"	"COT-SJT"	1.7	1	0	0.0	0.0	0	0.0	0.0	1.7	1.7	1.7	0.0	0.0	0.0		"Cotulla, TX to San Angelo, TX"
"05/05/04"	"PA24-250"	"N6168P"	"SJT-F46"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	2.2	2.2	0.0	0.0	0.0		"San Angelo, TX to Rockwall."
"05/06/04"	"PA24-250"	"N6168P"	"F46-TKI-F46"	0.8	0	3	0.0	0.0	0	0.0	0.8	0.0	0.0	0.8	0.0	0.0	0.0		"Rockwall to McKinney - night flight with Matt Grant."
"05/09/04"	"PA24-250"	"N6168P"	"F46-F44-IER-F44-F46"	3.8	6	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	0.0		"Rockwall to Athens to pick up kids, on to Natchitoches for crawfish boil, bring kids back to Athens and then home."
"05/10/04"	"C152"	"N6339"	"F46-F46"	0.5	3	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Practice in C152"
"05/11/04"	"PA24-250"	"N6168P"	"F46-F46"	0.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0		"Short demo flight for visitors to the airport."
"05/12/04"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.0	3	0	0.0	1.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"IFR Practice - Distance flight to Athens and back under the hood - Jeff Honea SP"
"05/23/04"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0		"Breakfast flight"
"05/24/04"	"PA24-250"	"N6168P"	"F46-GVT-F46"	1.0	2	0	0.0	1.0	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"IFR Practice - NDB Approaches at Greenville"
"05/25/04"	"PA24-250"	"N6168P"	"F46-STS-F46"	1.8	3	0	0.0	0.0	0	0.0	0.0	1.8	1.8	1.8	0.0	0.0	0.0		"Rockwall to Hillsboro and back (engine overheat - ended up being bad sensor)"
"05/25/04"	"PA24-250"	"N6168P"	"F46-SSF"	2.2	0	1	0.0	0.0	0	0.0	1.7	2.2	2.2	2.2	0.0	0.0	0.0		"Rockwall to San Antonio"
"05/27/04"	"PA24-250"	"N6168P"	"SSF-BRO"	1.7	1	0	0.0	0.0	0	0.0	0.0	1.7	1.7	1.7	0.0	0.0	0.0		"San Antonio to Brownsville (Cameron County)"
"05/28/04"	"PA24-250"	"N6168P"	"BRO-F46"	3.0	1	0	0.0	0.0	0	0.0	0.0	3.0	3.0	3.0	0.0	0.0	0.0		"Brownsville to Rockwall"
"05/28/04"	"PA24-250"	"N6168P"	"F46-TKI-F46"	1.3	0	4	0.0	0.0	0	0.0	1.3	0.0	0.0	1.3	0.0	0.0	0.0		"Night sightseeing flight"
"05/30/04"	"PA24-250"	"N6168P"	"F46-DTO-F46"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"Rockwall to Denton and back"
"05/31/04"	"PA24-250"	"N6168P"	"F46-EHR-LCK"	5.1	2	0	0.0	0.0	0	0.0	0.0	5.1	0.0	5.1	0.0	0.0	0.0		"Rockwall to Henderson, Ohio (fuel) to Rickenbacker Field (Columbus demo)"
"06/01/04"	"PA24-250"	"N6168P"	"LCK-I69-ARG-F46"	6.5	3	0	0.0	0.0	0	0.0	0.0	6.5	0.0	6.5	0.0	0.0	0.0		"Rickenbacker to Sportys to Walnut Ridge, AR to Rockwall."
"06/08/04"	"PA24-250"	"N6168P"	"F46-BTR"	2.4	1	0	0.0	0.0	0	0.0	0.0	2.4	2.4	2.4	0.0	0.0	0.0		"Rockwall to Baton Rouge (West BR install)"
"06/10/04"	"PA24-250"	"N6168P"	"BTR-F46"	2.2	1	0	0.0	0.0	0	0.0	0.0	2.2	2.2	2.2	0.0	0.0	0.0		"Baton Rouge to Rockwall"
"06/11/04"	"PA24-250"	"N6168P"	"F46-AIZ-UIN"	3.3	3	0	0.0	0.0	0	0.0	0.0	3.3	0.0	3.3	0.0	0.0	0.0		"Rockwall to Fine, AR to Quincy, IL (EAA Taylor field flyin)"
"06/12/04"	"PA24-250"	"N6168P"	"UIN-UIN"	0.5	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Local Quincy flight with John Williams."
"06/13/04"	"PA24-250"	"N6168P"	"UIN-ROG-F46"	3.7	2	0	0.0	0.0	0	0.0	0.0	3.7	0.0	3.7	0.0	0.0	0.0		"Quincy, IL to Rogers, AR (fuel) to Rockwall."
"06/14/04"	"PA28R-180"	"N3804T"	"F46-TYR-F46"	2.0	2	0	0.0	2.0	3	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0		"IFR Training - Familiarization flight in Arrow.  FPG/ILS 13 approach.  GPS Nav, partial panel."
"06/15/04"	"PA28R-180"	"N3804T"	"F46-GGG-DTN-F46"	3.1	3	0	1.5	1.6	6	0.0	0.0	3.1	0.0	3.1	0.0	3.1	0.0		"IFR Cross Country - Actual IMC conditions.  Rockwall to Gregg County.  Layover.  To Shreveport Downtown to Rockwall with vectors."
"06/16/04"	"PA24-250"	"N6168P"	"F46-BTR"	2.2	0	1	0.0	0.0	0	0.0	1.0	2.2	2.2	2.2	0.0	0.0	0.0		"Rockwall to Baton Rouge (W.BR Parish Install)"
"06/18/04"	"PA24-250"	"N6168P"	"BTR-MKV"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Baton Rouge to Marksville for EAA flyin.  Took Mona along with us (Craig drove)."
"06/18/04"	"PA24-250"	"N6168P"	"MKV-MKV"	0.3	1	1	0.0	0.0	0	0.0	0.1	0.0	0.0	0.3	0.0	0.0	0.0		"Local flight with Mona and Craig."
"06/19/04"	"PA24-250"	"N6168P"	"MKV-MKV"	0.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0		"Morning flight with Kendall Ducote."
"06/19/04"	"PA24-250"	"N6168P"	"MKV-F46"	1.9	1	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	0.0		"Return from Marksville to Rockwall."
"06/20/04"	"PA24-250"	"N6168P"	"F46-LBB"	2.1	1	0	0.0	0.0	0	0.0	0.0	2.1	2.1	2.1	0.0	0.0	0.0		"Rockwall to Lubbock (Muleshoe install)"
"06/21/04"	"PA24-250"	"N6168P"	"LBB-2T1"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.3	0.3	0.0	0.0	0.0		"Lubbock to Muleshoe (Bailey County)"
"06/21/04"	"PA24-250"	"N6168P"	"2T1-CVN-2T1"	1.6	2	0	0.0	1.6	3	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0		"IFR practice - Muleshoe to Clovis, NM to Muleshoe"
"06/21/04"	"PA24-250"	"N6168P"	"2T1-AEG"	1.7	1	0	0.0	0.0	0	0.0	0.0	1.7	1.7	1.7	0.0	0.0	0.0		"Muleshoe, TX to Double Eagle/Albuquerque, NM"
"06/22/04"	"PA24-250"	"N6168P"	"AEG-GNT-INW"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	1.5	1.5	0.0	0.0	0.0		"Double Eagle to Grants (Cibola County) to Winslow, AZ for the night"
"06/23/04"	"PA24-250"	"N6168P"	"INW-T03-PGA-TPH-MCC"	5.0	5	0	0.0	0.0	0	0.0	0.0	5.0	5.0	5.0	0.0	0.0	0.0		"Winslow, AZ to Tuba City (Navajo update) to Page, NV (fuel) to Tonopah, NV (fuel) to McClellan Field, CA"
"06/24/04"	"PA24-250"	"N6168P"	"MCC-3O7-MCC"	1.8	2	0	0.0	0.0	0	0.0	0.0	0.0	1.8	1.8	0.0	0.0	0.0		"McClellan to Hollister, CA (Corbin motorcycle seats) and back."
"06/24/04"	"PA24-250"	"N6168P"	"MCC-MCC"	0.8	0	1	0.0	0.0	0	0.0	0.5	0.0	0.0	0.8	0.0	0.0	0.0		"Late evening sightseeing flight around Sacramento, CA"
"06/25/04"	"PA24-250"	"N6168P"	"MCC-OTH-S47-TIW"	4.8	3	0	0.0	0.0	0	0.0	0.0	4.8	4.8	4.8	0.0	0.0	0.0		"Mcclellan to North Bend, OR to Tillamook, OR to Tacoma Narrows, WA"
"06/29/04"	"PA24-250"	"N6168P"	"TIW-OTH-SCK"	5.0	1	1	0.0	0.0	0	0.0	2.0	5.0	0.0	5.0	0.0	0.0	0.0		"Tacoma Narrows to North Bend, OR to Stockton, CA"
"06/30/04"	"PA24-250"	"N6168P"	"SCK-3O7-CCB-SEZ"	5.2	3	0	0.0	0.0	0	0.0	0.0	5.2	0.0	5.2	0.0	0.0	0.0		"Stockton, CA to Hollister, CA to Cable airpark (see Penny) on to Sedona, AZ"
"07/01/04"	"PA24-250"	"N6168P"	"SEZ-PRZ-F46"	5.4	2	0	0.0	0.0	0	0.0	0.0	5.4	0.0	5.4	0.0	0.0	0.0		"Sedona, AZ to Portales, NM to Rockwall"
"07/07/04"	"PA24-250"	"N6168P"	"F46-F46"	1.1	3	0	0.0	0.0	0	0.0	0.0	0.0	1.1	1.1	0.0	0.0	0.0		"Local flight"
"07/11/04"	"PA24-250"	"N6168P"	"F46-3R9-F46"	2.6	2	0	0.0	0.0	0	0.0	0.0	2.6	2.6	2.6	0.0	0.0	0.0		"Day flight to Austin/Lakeway"
"07/14/04"	"PA24-250"	"N6168P"	"F46-F46"	0.8	0	2	0.0	0.0	0	0.0	0.8	0.0	0.0	0.8	0.0	0.0	0.0		"User Group Function - taking clients for flight around Dallas"
"07/15/04"	"PA24-250"	"N6168P"	"F46-F46"	0.9	0	1	0.0	0.0	0	0.0	0.9	0.0	0.0	0.9	0.0	0.0	0.0		"User group flights - Taking clients for night flight around downtown Dallas"
"07/17/04"	"PA24-250"	"N6168P"	"F46-SLR-F46"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0		"Breakfast flight with Matt Grant and his brother"
"07/19/04"	"PA24-250"	"N6168P"	"F46-DTO-F46-DTO-F46"	1.5	2	2	0.0	0.0	0	0.0	0.7	0.0	0.0	1.5	0.0	0.0	0.0		"Multiple flights to Denton and back to pick up grandkids"
"07/23/04"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Day flight to Athens, TX and back."
"07/23/04"	"PA24-250"	"N6168P"	"F46-F46"	0.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0		"Local flight"
"07/26/04"	"PA24-250"	"N6168P"	"F46-T47-F46"	2.0	2	0	0.0	0.0	0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0		"Texas Sheriff's Conference in Wichita Falls, TX"
"08/11/04"	"PA24-250"	"N6168P"	"F46-T71-CFD-F46"	4.0	3	0	0.0	0.0	0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0		"Rockwall to Cuero (update) divert for weather to Bryan.  Wait and return to Rockwall."
"08/12/04"	"PA24-250"	"N6168P"	"F46-F46"	0.8	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"Local flight"
"08/27/04"	"BE95"	"N638T"	"GKY-GKY"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.8	0.0		"Multi-engine training - Normal t.o & landings, go arounds."
"08/28/04"	"PA28R-180"	"N3804T"	"F46-GKY-F46"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0		"VFR morning to Arlington and back (bad weather for flying multi training)"
"08/29/04"	"BE95"	"N638T"	"GKY-GKY"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0		"Multi-engine training - Shortfield t/o and landings, VMC demo, steep turns, emerg. descents, holds"
"09/01/04"	"PA28R-180"	"N3804T"	"F46-GKY"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"VFR morning flight to Arlington"
"09/01/04"	"BE95"	"N638T"	"GKY-GKY"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0		"shortfield, t/o and landings, single engine drills, stalls, steep turns, VMC demo, emg. descents."
"09/01/04"	"BE95"	"N638T"	"RBD-RBD"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0		"PP-MEL checkride - failed engine out drill"
"09/01/04"	"PA28R-180"	"N3804T"	"GKY-RBD-F46"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0		"Arlington to Redbird for checkride to Rockwall"
"09/03/04"	"PA24-250"	"N6168P"	"F46-IER-BTR"	2.5	2	0	0.0	0.0	0	0.0	0.0	2.5	2.5	2.5	0.0	0.0	0.0		"Rockwall to Natchitoches to Baton Rouge, LA"
"09/06/04"	"PA24-250"	"N6168P"	"BTR-F46"	2.3	1	0	0.0	0.0	0	0.0	0.0	2.3	2.3	2.3	0.0	0.0	0.0		"Baton Rouge to Rockwall"
"09/07/04"	"PA24-250"	"N6168P"	"F46-GKY"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0		"Rockwall to Arlington, TX"
"09/07/04"	"BE95"	"N13AW"	"GKY-GKY"	0.9	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.9	0.0		"Multi-engine training  - failed engine drill"
"09/07/04"	"PA24-250"	"N6168P"	"GKY-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Return from Arlington to Rockwall"
"09/07/04"	"8KCAB"	"N245SF"	"F46-F46"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0	1.2	"Aerobatic training - Familiarization, stalls, dutch rolls, knife edges, aileron rolls"
"09/08/04"	"PA24-250"	"N6168P"	"F46-RBD-F46"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0		"Rockwall to Redbird for ME checkride and back to Rockwall."
"09/08/04"	"BE95"	"N98TT"	"RBD-RBD"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0		"Multi-engine checkride - Passed"
"09/10/04"	"PA24-250"	"N6168P"	"F46-EYQ-F46"	2.8	2	0	0.0	0.0	0	0.0	0.0	2.8	0.0	2.8	0.0	0.0	0.0		"Rockwall to Weiser field (Houston) to Rockwall."
"09/10/04"	"PA24-250"	"N6168P"	"F46-SLR-F46"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"Rockwall to Sulphur Springs and back (EAA flyin)"
"09/13/04"	"PA24-250"	"N6168P"	"F46-FWS-F46"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"Rockwall to Ft. Worth Spinks and back to Rockwall"
"09/22/04"	"PA24-250"	"N6168P"	"F46-MIO-F46"	4.0	2	0	0.0	0.0	0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0		"Rockwall to Miami, OK and back"
"09/25/04"	"PA24-250"	"N6168P"	"F46-3T0-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Rockwall to Cedar Mills for lunch and back."
"09/25/04"	"PA24-250"	"N6168P"	"F46-FTW"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Rockwall to Ft. Worth Meachum (meet Greg Salard and wife)"
"09/26/04"	"PA24-250"	"N6168P"	"FTW-F46"	0.5	0	1	0.0	0.0	0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0		"Night return from Meachum Field"
"09/27/04"	"PA24-250"	"N6168P"	"F46-3F9-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		"Rockwall to Mineola Wiesner to Rockwall."
"09/29/04"	"PA24-250"	"N6168P"	"F46-88R-F46"	3.0	2	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0		"Flight to Spicewood to look at C401 and Starduster"
"09/29/04"	"C401"	"N401K"	"88R-88R"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.7	0.0		"Local intro training flight in C401.  Instruction given by  G Burt."
"10/01/04"	"PA24-250"	"N6168P"	"F46-T48-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Local flight to Phillips Flying Ranch and back."
"10/02/04"	"PA24-250"	"N6168P"	"F46-RBD-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Breakfast flight"
"10/02/04"	"8KCAB"	"N245SF"	"F46-F46"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.9	0.0	0.9	"Aerobatics training - Loop, barrel roll, Cuban 8, stalls, immelman, 4 pt. spin, takeoff and landing"
"10/04/04"	"PA24-250"	"N6168P"	"F46-88R"	1.5	1	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0		"Flight to Spicewood to test out Starduster"
"10/04/04"	"SA300"	"N30JG"	"88R-88R"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.7	"Intro flight in Starduster."
"10/09/04"	"SA300"	"N30JG"	"88R-T15"	1.5	3	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	1.5	0.0	1.5	"Ferry flight from Spicewood.  Weather stopped in Marlin, TX"
"10/10/04"	"SA300"	"N30JG"	"T15-LXY-CRS-LNC"	3.5	3	0	0.0	0.0	0	0.0	0.0	3.5	0.0	3.5	0.0	3.5	0.0	3.5	"Marlin to Mexia to Corsicana to Lancaster."
"10/11/04"	"C172N"	"N6572D"	"F46-LNC-F46"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	1.3	1.3	0.0	0.0	0.0		"Rockwall to Lancaster to Rockwall.  Brought Jim to Lancaster to pick up Starduster."
"10/13/04"	"PA24-250"	"N6168P"	"F46-IDN-F46"	3.8	2	0	0.0	0.0	0	0.0	0.0	3.8	3.8	3.8	0.0	0.0	0.0		"Rockwall to Indianola, MS and back (Sunflower County install)"
"10/14/04"	"SA300"	"N30JG"	"F46-T48-F46"	5.0	20	0	0.0	0.0	0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	5.0	"First lesson in Starduster.  Rockwall to PPR to practice landings and back."
"10/16/04"	"PA24-250"	"N6168P"	"F46-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Quick flight to take Matt Grant's Mother in law for a ride."
"10/20/04"	"PA24-250"	"N6168P"	"F46-E11-DMN-YUM"	8.5	2	1	0.0	0.0	0	0.0	1.0	8.5	0.0	8.5	0.0	0.0	0.0		"Rockwall to Andrews, TX to Casa Grande, AZ.  Divert to Yuma, AZ MVFR"
"10/21/04"	"PA24-250"	"N6168P"	"YUM-LGB"	1.8	1	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0		"Yuma, AZ to Long Beach, CA for AOPA Convention"
"10/24/04"	"PA24-250"	"N6168P"	"LGB-SEZ-LLN-F46"	7.5	2	1	0.0	0.0	0	0.0	1.5	7.5	0.0	7.5	0.0	0.0	0.0		"Long Beach to Sedona, AZ to Leveland, TX to Rockwall."
"10/27/04"	"C172P"	"N6472K"	"F46-TRL-F46"	1.5	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0		"Local flight in 172 with Carrie Wright"
"10/29/04"	"PA24-250"	"N6168P"	"F46-F18-F46"	1.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0		"Rockwall to Cleburne, TX and back - Take Jeff Honea to get new painted plane."
"10/29/04"	"SA300"	"N30JG"	"F46-F46"	1.0	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	"Takeoffs and landings."
"10/30/04"	"SA300"	"N30JG"	"F46-SLR"	1.0	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	"Rockwall to Sulphur Springs to practice.  Broke left main gear longeron."
"10/31/04"	"PA24-250"	"N6168P"	"F46-TUP"	2.7	1	0	0.0	0.0	0	0.0	0.0	2.7	2.7	2.7	0.0	0.0	0.0		"Rockwall to Tupelo, MS (Lee County install)"
"11/03/04"	"PA24-250"	"N6168P"	"TUP-F46"	3.5	1	0	0.0	0.0	0	0.0	0.0	3.5	3.5	3.5	0.0	0.0	0.0		"Tupelo, MS to Rockwall"
"11/04/04"	"PA24-250"	"N6168P"	"F46-CPT"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0		"Rockwall to Cleburne (paint shop)"
"11/08/04"	"PA28R-180"	"N3804T"	"F46-TUP-F46"	6.8	1	1	0.0	0.0	0	0.0	2.5	6.8	6.8	6.8	0.0	0.0	0.0		"Rockwall to Tupelo, MS (Lee County) and back to Rockwall in Arrow."
"11/09/04"	"PA28R-180"	"N3804T"	"F46-LNC-CPT-ADS-F46"	2.0	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0		"Rockwall to Lancaster to Cleburne to Addison and back to Rockwall"
"11/20/04"	"PA24-250"	"N6168P"	"CPT-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Pick up Comanche from Paint Shop"
