Date	Type	Plane	Route	Remarks	Flying	Approaches	Day Landings	Night Landings	Cross Country	Night	Actual Instrument	Simulated Instrument	Dual Given	Solo	Dual Received	PIC	Total						
9/26/2007	C-152	N95539	KELN - KELN	"Carissa Lord: Private Syl Flt #2 Incomplete, Turns, Climbs, Descents"			1						1.0			1.0	1.0						
9/27/2007	C-152	N5499Q	KELN - KELN	"Thomas Johnson: Private Syl Flt #2 Complete, Turns, Climbs, SL FLT, App."			1						1.1			1.1	1.1						
9/28/2007	C-152	N95429	KELN - KELN	"Peter Liden: Private Syl Flt #1 Complete, Turns, Climbs, Descents"			1						0.9			0.9	0.9						
9/29/2007	C-152	N95429	KELN - KELN	"Evan Marshall: Private Syl Flt #2 Complete, Turns, Climbs, Descents, SL FLT"			1						1.2			1.2	1.2						
9/29/2007	C-152	N95539	KELN - KELN	"Cody McCall: Private Syl Flt #2 Complete, Turns, Climbs, Descents, SL FLT"			1						1.1			1.1	1.1						
10/1/2007	C-152	N95539	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #1 Complete, Turns, Climbs, Descents"			1						0.9			0.9	0.9						
10/1/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Private Syl Flt #3 Incomplete, Turns, SL FLT, Stalls"			1						0.8			0.8	0.8						
10/1/2007	C-152	N95539	KELN - KELN	"Peter Liden: Private Syl Flt #2 Complete, Turns, Climbs, Descents, SL FLT"			1						1.1			1.1	1.1						
10/2/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Private Syl Flt #3 Incomplete, Stalls, Turns, SL FLT"			1						0.9			0.9	0.9						
10/2/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Private Syl Flt #3 Complete, BAI, SL FLT, TaLs"			2						0.9			0.9	0.9						
10/2/2007	C-152	N5499Q	KELN - KELN	"Cody McCall: Private Syl Flt #3 Incomplete, SL FLT, Turns, Stalls, TaLs"			2						1.1			1.1	1.1						
10/3/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Private Syl Flt #3 Complete, BAI, TaLs"			4						1.0			1.0	1.0						
10/3/2007	C-152	N95429	KELN - KELN	"Carissa Lord: Private Syl Flt #2 Complete, Turns, Climbs, Descents, Flap Config."			1						1.0			1.0	1.0						
10/4/2007	C-152	N95429	KELN - KELN	"Evan Marshall: Private Syl Flt #4 Incomplete, SL FLT, Steep Turns, TaLs"			4						1.1			1.1	1.1						
10/4/2007	C-152	N95429	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #2 Complete, Turns, Flap Config."			1						1.0			1.0	1.0						
10/8/2007	C-152	N5366M	KELN - KELN	"Evan Marshall: Private Syl Flt #4 Complete, Emergency Frcd Lndgs, TaLs"			4						1.1			1.1	1.1						
10/8/2007	C-152	N5499Q	KELN - KELN	Night Currency: Ellensburg				3		0.4				0.4		0.4	0.4						
10/9/2007	C-152	N95539	KELN - KELN	"Angela Zevely: Comm. Syl Flt #31 Complete, SL FLT, Stalls, Steep Turns, TaLs"				4		1.1			1.1			1.1	1.1						
10/10/2007	C-152	N95429	KELN - KELN	"Thomas Johnson: Private Syl Flt #4 Complete, Steep Turns, Emergencies, TaLs, SL FLT"			3						1.1			1.1	1.1						
10/10/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Private Syl Flt #5 Incomplete, S-Turns, Turns around a PT, TaLs"			1						0.9			0.9	0.9						
10/10/2007	C-152	N95539	KELN - KELN	"Peter Liden: Private Syl Flt #3 Complete, BAI Turns, Climbs, Descents, TaLs"			2						0.8			0.8	0.8						
10/10/2007	C-152	N95606	KELN - KELN	"Carissa Lord: Private Syl Flt #3 Complete, BAI, SL FLT, Stalls, TaLs"			3						1.0			1.0	1.0						
10/10/2007	C-152	N95606	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #3 Complete, BAI, SL FLT, Stalls, TaLs"			3						1.1			1.1	1.1						
10/11/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Private Syl Flt #5 Incomplete, S-Turns, Turns around a PT, TaLs"			3						1.0			1.0	1.0						
10/11/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Private Syl Flt #5 Complete, Stalls, SL FLT, BAI, TaLs"			1						0.9			0.9	0.9						
10/11/2007	C-152	N95539	KELN - KELN	"Adrian Lee: Private Syl Flt #2 Complete, Turns, Climbs, Descents, SL FLT, Flap Config."			1						0.8			0.8	0.8						
10/11/2007	C-152	N95539	KELN - KELN	"Cody McCall: Private Syl Flt #3 Complete, SL FLT, Pwr Off Stall, BAI, TaLs"			3						1.0			1.0	1.0						
10/12/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Private Syl Flt #5 Complete, SL FLT, Stalls, Emergencies, BAI, TaLs"			2						1.0			1.0	1.0						
10/12/2007	C-152	N5499Q	KELN - KELN	"Peter Liden: Private Syl Flt #4 Incomplete, SL FLT, Stalls, Emergencies, TaLs"			2						0.9			0.9	0.9						
10/12/2007	C-152	N95429	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #4 Complete, SL FLT, Stalls, Emergencies, TaLs"			3						1.1			1.1	1.1						
10/12/2007	C-152	N95539	KELN - KELN	"Cody McCall: Private Syl Flt #4 Complete, SL FLT, Stalls, Steep Turns, Emergencies, TaLs"			2						1.1			1.1	1.1						
10/13/2007	C-152	N5366M	KELN - KELN	"Peter Liden: Private Syl Flt #4 Complete, SL FLT, Stalls, Steep Turns, TaLs"			3						1.0			1.0	1.0						
10/13/2007	C-152	N5499Q	KELN - KELN	"Adrian Lee: Private Syl Flt #3 Incomplete, SL FLT, Stalls, TaLs"			3						1.0			1.0	1.0						
10/14/2007	C-152	N5366M	KELN - KELN	"Peter Liden: Private Syl Flt #5 Incomplete, S-Turns, Turns around a PT, TaLs"			3						1.1			1.1	1.1						
10/14/2007	C-152	N5499Q	KELN - KELN	"Carissa Lord: Private Syl Flt #4 Complete, SL FLT, Steep Turns, Emergencies, Stalls, TaLs"			3						1.2			1.2	1.2						
10/15/2007	C-152	N95539	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #5 Incomplete, S-Turns, Turns around a PT, TaLs"			3						1.0			1.0	1.0						
10/15/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Private Syl Flt #6 Incomplete, TaLs, Slips"			6						0.8			0.8	0.8						
10/15/2007	C-152	N95539	KELN - KELN	"Peter Liden: Private Syl Flt #5 Incomplete, Stalls, SL FLT, Steep Turns, BAI, Emergencies"			1						1.1			1.1	1.1						
10/15/2007	C-152	N5366M	KELN - KELN	"Carissa Lord: Private Syl Flt #5 Incomplete, S-Turns, Turns around a PT, TaLs"			3						1.0			1.0	1.0						
10/16/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Private Syl Flt #6 Incomplete, S-Turns, Turns around a PT, TaLs"			3						1.0			1.0	1.0						
10/16/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Private Syl Flt #6 Incomplete, S-Turns, Turns around a PT, TaLs"			2						0.9			0.9	0.9						
10/16/2007	C-152	N95429	KELN - KELN	"Cody McCall: Private Syl Flt #5 Incomplete, S-Turns, Turns around a PT, TaLs"			2						1.0			1.0	1.0						
10/16/2007	C-152	N95539	KELN - KELN	"Adrian Lee: Private Syl Flt #3 Comp. BAI Turns, Climbs, Descents, TaLs"			3						1.0			1.0	1.0						
10/16/2007	C-152	N95539	KELN - KELN	"Carissa Lord: Private Syl Flt #5 Comp. SL FLT, Stalls, Emergencies, BAI, TaLs"			3						1.3			1.3	1.3						
10/17/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Private Syl Flt #6 Incomplete, Go-Arounds, TaLs"			8						1.0			1.0	1.0						
10/17/2007	C-152	N95429	KELN - KELN	"Carissa Lord: Private Syl Flt #6 Incomplete, S-Turns, Turns around a PT, TaLs"			3						1.3			1.3	1.3						
10/17/2007	C-152	N95606	KELN - KELN	"Cody McCall: Private Syl Flt #5 Comp. SL FLT, Stalls, Steep Turns, Emergencies, TaLs"			3						1.1			1.1	1.1						
10/19/2007	C-152	N95539	KELN - KELN	"Adrian Lee: Private Syl Flt #4 Incomplete, Steep Turns, SL FLT, Emergencies, TaLs"			3						1.0			1.0	1.0						
10/21/2007	PA34-200T	N7609C	KPSC - KELN - KPSC	X-C to Ellensburg; GPS App. Safety Pilot: Kelly Bennett	H T	1	4		2.8			1.3				2.8	2.8						
10/22/2007	C-152	N95539	KELN - KELN	"Cody McCall: Private Syl Flt #6 Incomplete, S-Turns, Turns around a PT, TaLs"			3						1.1			1.1	1.1						
10/22/2007	C-152	N5366M	KELN - KELN	"Evan Marshall: Private Syl Flt #6 Complete, TaLs"			6						0.9			0.9	0.9						
10/22/2007	C-152	N5499Q	KELN - KELN	"Thomas Johnson: Private Syl Flt #6 Complete, TaLs"			7						1.0			1.0	1.0						
10/22/2007	C-152	N95606	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #5 Incomplete, Pwr Off Stall, BAI, TaLs"			3						0.9			0.9	0.9						
10/25/2007	C-152	N95539	KELN - KELN	"Peter Liden: Private Syl Flt #5 Comp. Pwr Off Stalls, SL FLT, TaLs "			3						1.2			1.2	1.2						
10/25/2007	C-152	N95539	KELN - KELN	"Adrian Lee: Private Syl Flt #4 Comp. BAI, TaLs"			3						0.9			0.9	0.9						
10/25/2007	C-152	N5366M	KELN - KELN	"Carissa Lord: Private Syl Flt #6 Comp. S-Turns, Turns around a PT, TaLs"			3						1.0			1.0	1.0						
10/26/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Private Syl Flt #7 Incomplete, BAI, TaLs"			3						1.2			1.2	1.2						
10/26/2007	C-152	N95995	KELN - KELN	"Cody McCall: Private Syl Flt #6 Incomplete, TaLs"			9						1.2			1.2	1.2						
10/27/2007	C-152	N5499Q	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #5 Complete, TaLs"			9						1.1			1.1	1.1						
10/27/2007	C-152	N95606	KELN - KELN	"Carissa Lord: Private Syl Flt #7 Incomplete, BAI, Emergencies, TaLs"			4						1.2			1.2	1.2						
10/27/2007	C-152	N95539	KELN - KELN	"Adrian Lee: Private Syl Flt #5 Incomplete, S-Turns, Turns around a PT, TaLs"			3						1.0			1.0	1.0						
10/28/2007	C-152	N5366M	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #6 Incomplete, Ground Ref. TaLs"			3						1.0			1.0	1.0						
10/28/2007	C-152	N5366M	KELN - KELN	"Adrian Lee: Private Syl Flt #5 Complete, SL FLT, Stalls, Steep Turns, TaLs"			3						1.1			1.1	1.1						
10/28/2007	C-152	N5366M	KELN - KELN	"Cody McCall: Private Syl Flt #6 Complete, TaLs"			6						0.8			0.8	0.8						
10/29/2007	C-152	N95539	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #6 Complete, TaLs"			8						1.0			1.0	1.0						
10/29/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Private Syl Flt #7 Incomplete, BAI, TaLs"			3						1.0			1.0	1.0						
10/29/2007	C-152	N95539	KELN - KELN	"Peter Liden: Private Syl Flt #6 Incomplete, S-Turns, Turns around a PT, TaLs"			1						0.9			0.9	0.9						
10/30/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Private Syl Flt #7 Complete, Ground Ref. Emergencies, TaLs"			3						1.2			1.2	1.2						
10/30/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Private Syl Flt #7 Complete, Ground Ref. Emergencies, TaLs"			3						0.9			0.9	0.9						
10/30/2007	C-152	N95429	KELN - KELN	"Cody McCall: Private Syl Flt #7 Incomplete, BAI, TaLs"			3						1.0			1.0	1.0						
10/30/2007	C-152	N5366M	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #7 Incomplete, BAI, TaLs"			3						1.1			1.1	1.1						
10/31/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Private Syl Flt #8 Incomplete, Stalls, SL FLT, Steep Turns, TaLs"			1						1.0			1.0	1.0						
10/31/2007	C-152	N95429	KELN - KELN	"Carissa Lord: Private Syl Flt #7 Complete, Ground Ref. TaLs"			3						1.0			1.0	1.0						
10/31/2007	C-152	N95606	KELN - KELN	"Cody McCall: Private Syl Flt #7 Complete, Ground Ref. TaLs"			3						1.1			1.1	1.1						
10/31/2007	C-152	N5366M	KELN - KPSC - KELN	"Angela Zevely: Comm. Syl Flt #42 Incomplete, X-C Procedures"				3	2.6	2.6			2.6			2.6	2.6						
11/1/2007	C-152	N95606	KELN - KELN	"Peter Liden: Private Syl Flt #6 Complete, TaLs, Pattern Proc."			7						1.0			1.0	1.0						
11/2/2007	C-152	N95606	KELN - KELN	"Peter Liden: Private Syl Flt #7 Incomplete, BAI, TaLs"			4						1.2			1.2	1.2						
11/2/2007	C-152	N95539	KELN - KELN	"Adrian Lee: Private Syl Flt #6 Complete, Ground Ref. TaLs"			4						0.8			0.8	0.8						
11/2/2007	C-152	N5366M	KELN - KELN	"Cody McCall: Private Syl Flt #8 Incomplete, Stalls, SL FLT, Steep Turns, TaLs"			5						1.2			1.2	1.2						
11/3/2007	PA34-200T	N7609C	KPSC - KMWH - KELN - KYKM - KPSC	"Multi-Instrument FLT; 1 - ILS MWH, 1 -GPS ELN, 1 - VOR YKM, 1 - ILS PSC; Safety Pilot: Cresap Watson"	H T	4	4		3.0			2.6				3.0	3.0						
11/3/2007	PA34-200T	N7609C	KPSC - KPDT - KALW - KPSC	"X-C Multi FLT to Pendleton, Walla Walla, & Pasco"			3									1.2	1.2						
11/5/2007	C-152	N95429	KELN - KELN	"Cody McCall: Private Syl Flt #8 Comp. BAI, Ground Ref. TaLs"			3						1.1			1.1	1.1						
11/5/2007	C-152	N95995	KELN - KELN	"Carissa Lord: Private Syl Flt #8 Incomplete, BAI, Ground Ref. TaLs"			1						1.0			1.0	1.0						
11/7/2007	C-152	N95429	KELN - KELN	"Thomas Johnson: Private Syl Flt  #8 Comp. BAI, Ground Ref. TaLs"			3						1.0			1.0	1.0						
11/7/2007	C-152	N5366M	KELN - KELN	Peter Liden: Private Syl Flt #7 Comp. Ground Ref. TaLs			4						1.0			1.0	1.0						
11/7/2007	C-152	N95429	KELN - KELN	"Carissa Lord: Private Syl Flt #8 Comp. SL FLT, Stalls, Steep Turns, TaLs"			3						0.9			0.9	0.9						
11/7/2007	C-152	N95429	KELN - KELN	Stephanie Leistritz: Private Syl Flt #7 Comp. Ground Ref. TaLs			3						1.0			1.0	1.0						
11/7/2007	C-152	N95995	KELN - KELN	"Adrian Lee: Private Syl Flt #7 Incomplete, Ground Ref. TaLs"			4						0.9			0.9	0.9						
11/8/2007	C-152	N95995	KELN - KELN	"Adrian Lee: Private Syl Flt #7 Comp. BAI, TaLs"			4						1.0			1.0	1.0						
11/8/2007	C-152	N5499Q	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #8 Inc. Stalls, SL FLT, Night Ops, TaLs"				4		1.1			1.1			1.1	1.1						
11/13/2007	C-152	N95995	KELN - KELN	"Thomas Johnson: Review, Pattern Proc. TaLs"			7						1.0			1.0	1.0						
11/13/2007	C-152	N95995	KELN - KELN	"Evan Marshall: Private Syl Flt #8 Inc. BAI, Ground Ref. "			1						0.9			0.9	0.9						
11/13/2007	C-152	N95995	KELN - KELN	"Adrian Lee: Private Syl Flt #8 Inc. SL FLT, BAI, TaLs, Ground Ref."			4						1.0			1.0	1.0						
11/13/2007	C-152	N5366M	KELN - KELN	"Carissa Lord: Review, Pattern Proc. Go-Arounds, TaLs"				6		0.9			0.9			0.9	0.9						
11/14/2007	C-152	N95995	KELN - KELN	"Thomas Johnson: Review, Pattern Proc. TaLs"			8						1.0			1.0	1.0						
11/14/2007	C-152	N95429	KELN - KELN	"Carissa Lord: Review, Pattern Proc. Go-Arounds, TaLs"			8						1.1			1.1	1.1						
11/14/2007	C-152	N95429	KELN - KELN	"Cody McCall: Review, Pattern Proc. Go-Arounds, TaLs"			9						1.1			1.1	1.1						
11/15/2007	C-152	N95429	KELN - KELN	"Evan Marshall: Private Syl Flt #8 Comp. SL FLT, Stalls, Ground Ref. TaLs"			3						1.2			1.2	1.2						
11/15/2007	C-152	N95995	KELN - KELN	Stephanie Leistritz: Private Syl Flt #8 Comp. Ground Ref. TaLs			4						1.1			1.1	1.1						
11/15/2007	C-152	N95995	KELN - KELN	"Peter Liden: Private Syl Flt #8 Comp. Ground Ref. BAI, TaLs"			3						0.9			0.9	0.9						
11/16/2007	C-152	N95606	KELN - KELN	"Peter Liden: Review, Pattern Proc. TaLs"			4						0.7			0.7	0.7						
11/27/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Review, Pattern Proc. TaLs"			7						0.9			0.9	0.9						
11/27/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Review, Pattern Proc. TaLs"			7						0.9			0.9	0.9						
11/27/2007	C-152	N95995	KELN - KELN	"Adrian Lee: Private Syl Flt #8 Comp. Stalls, SL FLT, TaLs"			1						0.7			0.7	0.7						
11/28/2007	C-152	N95539	KELN - KELN	"Thomas Johnson: Review, Pattern Proc. TaLs"			8						1.0			1.0	1.0						
11/28/2007	C-152	N95995	KELN - KELN	"Carissa Lord: Review, Pattern Proc. Go-Arounds, TaLs"			9						1.2			1.2	1.2						
11/28/2007	C-152	N95606	KELN - KELN	"Cody McCall: Review, Pattern Proc. Go-Arounds, TaLs"			8						1.0			1.0	1.0						
11/30/2007	C-152	N95539	KELN - KELN	"Peter Liden: Review, Pattern Proc. TaLs"			4						0.7			0.7	0.7						
11/30/2007	C-152	N95539	KELN - KELN	"Adrian Lee: Review, Pattern Proc. TaLs, Go-Arounds"			8						1.0			1.0	1.0						
12/1/2007	C-152	N5499Q	KELN - KELN	"Stephanie Leistritz: Review, Pattern Proc. TaLs"			9						1.1			1.1	1.1						
12/4/2007	C-152	N95995	KELN - KELN	"Stephanie Leistritz: Review, Pattern Proc. TaLs"			8						1.1			1.1	1.1						
12/4/2007	C-152	N95429	KELN - KELN	"Carissa Lord: Review, Pattern Proc. Go-Arounds, TaLs"			8						1.0			1.0	1.0						
12/5/2007	C-152	N95995	KELN - KELN	"Shane Grigg: Review FLT: Stalls, SL FLT, Steep Turns, Emergencies, TaLs"			4						1.0			1.0	1.0						
12/5/2007	C-152	N95995	KELN - KELN	"Thomas Johnson: Review, Pattern Proc. TaLs"			8						1.2			1.2	1.2						
12/6/2007	C-152	N95995	KELN - KELN	"Stephanie Leistritz: Review, Pattern Proc. TaLs"			4						0.6			0.6	0.6						
12/6/2007	C-152	N5366M	KELN - KELN	"Peter Liden: Review, Pattern Proc. TaLs"			9						1.2			1.2	1.2						
12/6/2007	C-152	N5366M	KELN - KELN	"Cody McCall: Private Syl Flt #9 Comp. First Solo, TaLs"			3						0.5			0.5	0.5						
12/6/2007	C-152	N95429	KELN - KELN	"Carissa Lord: Review, Pattern Proc. Go-Arounds, TaLs"			8						1.1			1.1	1.1						
12/7/2007	C-152	N95995	KELN - KELN	"Carissa Lord: Private Syl Flt #9 Comp. First Solo, TaLs"			3						0.4			0.4	0.4						
12/7/2007	C-152	N95429	KELN - KELN	"Adrian Lee: Review, Pattern Proc. TaLs, Go-Arounds"			9						1.2			1.2	1.2						
12/8/2007	C-152	N95606	KELN - KELN	"Myles Clark: Review FLT, Stalls, SL FLT, Emergencies, TaLs"			3						1.2			1.2	1.2						
12/8/2007	C-152	N95539	KELN - KELN	"Douglas Dawson: Review FLT, Stalls, SL FLT, Emergencies, TaLs"			4						1.2			1.2	1.2						
12/8/2007	C-152	N95429	KELN - KELN	"Carissa Lord: Review FLT, Stalls, SL FLT, Emergencies, TaLs"			1						1.1			1.1	1.1						
12/12/2007	C-152	N95429	KELN - KELN	"Adrian Lee: Review FLT, Pattern Proc. TaLs, Go-Arounds"			9						1.1			1.1	1.1						
12/13/2007	C-152	N5499Q	KELN - KELN	Adrian Lee: Private Syl Flt #9 Comp. Pattern Proc. TaLs			3						0.4			0.4	0.4						
12/13/2007	C-152	N95995	KELN - KELN	"Adrian Lee: Review FLT, Second Solo"			3						0.4			0.4	0.4						
12/30/2007	C-152	N95995	KELN - KELN	"Stephanie Leistritz: Review FLT, TaLs, Stalls, Emergencies, SL FLT"			1						0.9			0.9	0.9						
1/7/2008	C-152	N5366M	KELN - KELN	"Adrian Lee: Review FLT, TaLs, Stalls, SL FLT, Emergencies"			1						1.0			1.0	1.0						
1/9/2008	C-152	N95429	KELN - KELN	"Stephanie Leistritz: Review FLT, Pattern Proc. Stalls, SL FLT, TaLs"			1						1.0			1.0	1.0						
1/9/2008	C-152	N5499Q	KELN - KELN	"Cody McCall: Review FLT, SL FLT, Stalls, Emergencies, TaLs"			1						1.1			1.1	1.1						
1/9/2008	C-152	N95539	KELN - KELN	"Carissa Lord: Private Syl Flt #11 Inc. Shorts/Softs TaLs, Turns around a PT"			5						1.2			1.2	1.2						
1/13/2008	C-152	N95429	KELN - KELN	"Carissa Lord; Private Syl Flt #11 Comp. Short/Softs TaLs, Turns around a PT, S-Turns, SL FLT"			4						1.0			1.0	1.0						
1/15/2008	C-152	N95995	KELN - KELN	"Angela Zevely: Comm. Syl Flt #51 Comp. Lazy 8s, Chandelles, Steep Spiral, TaLs"			3						1.2			1.2	1.2						
1/15/2008	C-152	N5499Q	KELN - KELN	"Carissa Lord: Private Syl Flt #14 Comp. VOR NAV, Unusual Att. TaLs"			2						1.2			1.2	1.2						
1/16/2008	C-152	N95539	KELN - KELN	"Evan Marshall: Review, Pattern Proc. TaLs"			10						1.3			1.3	1.3						
1/16/2008	C-152	N5366M	KELN - KELN	"Adrian Lee: Review FLT, Pattern Proc. TaLs, Shorts/Softs"			8						1.0			1.0	1.0						
1/18/2008	C-152	N95606	KELN - KELN	"Angela Zevely: Comm. Syl Flt #52 Comp. Shorts/Softs Pwr Off 180s, TaLs"			7						1.1			1.1	1.1						
1/18/2008	C-152	N95539	KELN - KELN	"Cody McCall: Review FLT, SL FLT, Stalls, Emergencies, TaLs"			3						1.0			1.0	1.0						
1/18/2008	C-152	N5366M	KELN - KELN	"Tanya Kumma: Comm. Syl Flt #31 Comp. SL FLT, Stalls, Steep Turns, TaLs"				5		1.1			1.1			1.1	1.1						
1/19/2008	C-172	N7589D	KELN - KELN	"Kendra Cabbage: Bergstrom Checkout, SL FLT, Stalls, TaLs"			4						1.0			1.0	1.0						
1/23/2008	C-152	N95429	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #11 Inc. SL FLT, Emergencies, TaLs, Ground Ref."			2						1.3			1.3	1.3						
1/23/2008	C-152	N95539	KELN - KELN	"Cody McCall: Review FLT, SL FLT, Emergencies, TaLs, Go-Arounds"			4						1.0			1.0	1.0						
1/23/2008	C-152	N5366M	KELN - KELN	"Adrian Lee: Private Syl Flt #11 Comp. SL FLT, Emergencies, Ground Ref. Shorts/Softs TaLs"			4						1.0			1.0	1.0						
1/24/2008	C-152	N95995	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #11 Comp. Shorts/Softs TaLs, Go-Arounds"			7						1.2			1.2	1.2						
1/24/2008	C-152	N95429	KELN - KELN	"Evan Marshall: Review, Pattern Proc. TaLs"			8						1.0			1.0	1.0						
1/24/2008	C-152	N95539	KELN - KELN	"Angela Zevely: Comm Syl Flt #53 Comp. Lazy 8s, Steep Spiral, TaLs, Pwr Off 180s"			6						1.3			1.3	1.3						
1/25/2008	C-152	N95995	KELN - KELN	"Angela Zevely: Comm Syl Flt #57 Comp. Shorts/Softs TaLs, Pwr Off 180s"			9						1.3			1.3	1.3						
1/25/2008	C-152	N95429	KELN - KELN	"Peter Liden: Review, Pattern Proc. TaLs"			10						1.4			1.4	1.4						
1/26/2008	C-152	N95606	KELN - KELN	"Angela Zevely: Comm Syl Flt #58 Inc. 8s On, Lazy 8s, TaLs"			5						1.4			1.4	1.4						
1/28/2008	C-152	N95606	KELN - KELN	"Angela Zevely: Comm Syl Flt #58 Comp. 8's On, Shorts/Softs TaLs"			5						1.1			1.1	1.1						
1/30/2008	C-152	N95429	KELN - KELN	"Evan Marshall: Review, Pattern Proc. TaLs"			10						1.3			1.3	1.3						
1/30/2008	C-152	N95429	KELN - KELN	"Peter Liden: Review, Pattern Proc. TaLs"			7						1.0			1.0	1.0						
1/30/2008	C-152	N95429	KELN - KELN	"Angela Zevely: Comm Syl Flt #64/65 Comp. Chandelles, 8's On, Steep Spiral, TaLs"			7						1.4			1.4	1.4						
1/30/2008	C-152	N95539	KELN - KELN	"Adrian Lee: Pvt Syl Flt #14 Inc. BAI, VOR NAV, TaLs"			3						1.0			1.0	1.0						
2/1/2008	C-152	N95429	KELN - KELN	"Stephanie Leistritz: Pvt Syl Flt #14 Inc. BAI, VOR NAV, TaLs, Flat Tire"			3						1.0			1.0	1.0						
2/3/2008	PA34-200T	N7609C	KPSC - KPSC	A/C & Twin Currency; Pasco			3							0.5		0.5	0.5						
2/4/2008	C-152	N5366M	KELN - KELN	Adrian Lee: Pvt Syl Flt #12 Comp. Pattern Proc. TaLs			4						0.6			0.6	0.6						
2/6/2008	C-152	N95429	KELN - KELN	"Stephanie Leistritz: Pvt Syl Flt #14 Comp. BAI, VOR NAV, Unusual Att. TaLs"			3						0.9			0.9	0.9						
2/6/2008	C-152	N95539	KELN - KELN	Cody McCall: Pvt Syl Flt #11 Inc. Shorts/Softs TaLs			7						1.0			1.0	1.0						
2/7/2008	C-152	N95429	KELN - KELN	"Evan Marshall: Review, Pattern Proc. TaLs"			7						0.9			0.9	0.9						
2/9/2008	C-152	N5499Q	KELN - KPSC - KELN	Carissa Lord: Private Syl Flt #17 Inc. X-Country Planning to Pasco			2		2.7				2.7			2.7	2.7						
2/11/2008	C-152	N95606	KELN - KPSC - KELN	Cody McCall: Private Syl Flt #17 Inc. X-Country Planning to Pasco			2		2.1				2.1			2.1	2.1						
2/11/2008	PA28-161	N512MS	KELN - KELN	"Basic Manuevers; Steep Turns, SL FLT, TaLs"			1								1.4	1.4	1.4						
2/12/2008	C-152	N5366M	KELN - KELN	"Evan Marshall: Review, Pattern Proc. TaLs"			8						1.1			1.1	1.1						
2/12/2008	C-152	N95539	KELN - KPSC - KELN	"Stephanie Leistritz: Private Syl Flt #17 Inc. Pilotage, Dead Reckoning, X-C Planning"			2		2.4				2.4			2.4	2.4						
2/13/2008	C-152	N5499Q	KELN - KELN	"Carissa Lord: Private Syl Flt #16 Comp. SL FLT, Steep Turns, TaLs, Night Ops."				4		1.1			1.1			1.1	1.1						
2/14/2008	C-152	N5366M	KELN - KELN	Cody McCall: Private Syl Flt #11 Comp. Ground Ref. Shorts/Softs TaLs			4						1.3			1.3	1.3						
2/14/2008	C-152	N95429	KELN - KELN	"Adrian Lee: Private Syl Flt #14 Comp. BAI, VOR NAV, Unusual Att. TaLs"			4						1.1			1.1	1.1						
2/15/2008	C-152	N5366M	KELN - KMWH - 80T - KELN	"Cody McCall: Private Syl Flt #17 Comp. Pilotage, Dead Reck. Diversion, Lost Proc."			3		2.0				2.0			2.0	2.0						
2/15/2008	C-152	N5499Q	KELN - KMWH - 80T - KELN	"Stephanie Leistritz: Private Syl Flt #17 Comp. Pilotage, Dead Reck. Diversion, Lost Proc."			3		1.8				1.8			1.8	1.8						
2/19/2008	C-152	N95429	KELN - KELN	"Cody McCall: Private Syl Flt #14 Inc. VOR NAV, BAI, Soft TaLs"			4						1.3			1.3	1.3						
2/19/2008	C-152	N5366M	KELN - KELN	"Evan Marshall: Review, Pattern Proc. TaLs"			8						1.1			1.1	1.1						
2/20/2008	C-152	N95995	KELN - KELN	"Peter Liden: Review, Pattern Proc. TaLs, Go-Around"			8						1.1			1.1	1.1						
2/20/2008	C-152	N95995	KELN - KPSC - KELN	"Adrian Lee: Private Syl Flt #17 Inc. Pilotage, Dead Reck. Lost Proc."			2		2.4				2.4			2.4	2.4						
