Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	T.W.	Complex	Remarks
"07/26/06"	"C182Q"	"N1774H"	"BAF-AQW-BAF"	1.2	1	1	0.0	0.0	0	0.0	0.6	0.0	0.0	1.2	0.0	0.0	0.0			"Fuel @ N. Adams, 4-5 mile viz, haze 1 night ldg"
"07/27/06"	"C182Q"	"N1774H"	"BAF-HFD-BAF"	1.7	1	0	0.0	1.5	3	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0			"BAF VOR 20 full approach, VTF LDA 02 HFD, ILS 20 BAF"
"08/03/06"	"C182Q"	"N1774H"	"BAF-HVN-BAF"	2.3	2	0	0.2	1.8	2	0.0	0.0	2.3	0.0	0.0	0.0	2.3	0.0			"VTF ILS 02 HVN, Dep Prodec. VTF VOR 20 downwind ldg"
"08/04/06"	"C182Q"	"N1774H"	"BAF-WST"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.7	0.0	0.7	0.0	0.0	0.0			"FF -> Westerly, winds calm, rwy 25"
"08/05/06"	"C182Q"	"N1774H"	"WST-MTP-WST"	1.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0			"Slow flight up coast @ 1000' gl to Newport, to Montauk w/Kim"
"08/05/06"	"C182Q"	"N1774H"	"WST-BAF"	0.7	0	1	0.0	0.0	0	0.0	0.5	0.7	0.0	0.7	0.0	0.0	0.0			"evening, FF, late hand off from Providence app, ngt ldg"
"08/07/06"	"C182Q"	"N1774H"	"BAF-area-BAF"	0.9	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0			"Pattern work after oil change, T&Gs 20, x-wind ldg 15 wind 220@16"
"08/09/06"	"C182Q"	"N1774H"	"BAF-ORH-OB5-BAF"	1.6	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0			"Radio shop, rwy 33 @ORH, Fuel @ 0B5, slow flight"
"08/10/06"	"C182Q"	"N1774H"	"BAF-BDL-BAF"	1.2	1	0	0.0	1.0	3	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0			"Max Fwd speed, No Gyro VTF VOR 20, VTF ILS 24/33 BDL"
"08/17/06"	"C182Q"	"N1774H"	"BAF- BAF"	0.5	0	3	0.0	0.0	0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0			"Pattern 3 stop & go @ night calm viz 6"
"08/21/06"	"C177RG"	"N2008Q"	"1B1 - ISP"	1.3	1	0	0.1	0.3	1	0.0	0.0	1.0	0.0	1.3	0.0	1.3	0.0		1.3	"I.E.P. Doug Stewart N'easter Trip Enroute proc ILS 6"
"08/21/06"	"C177RG"	"N2008Q"	"ISP-DWD"	1.3	1	0	0.0	0.3	1	0.0	0.0	1.0	0.0	1.3	0.0	1.3	0.0		1.3	"I.E.P. Doug Stewart N'easter Trip GPS 35"
"08/21/06"	"C177RG"	"N2008Q"	"DWD-PSM"	0.9	1	0	0.4	0.0	1	0.0	0.0	0.9	0.0	0.9	0.0	0.9	0.0		0.9	"I.E.P. Doug Stewart N'easter Trip ILS 34"
"08/21/06"	"C177RG"	"N2008Q"	"PSM-RKD"	1.1	1	0	0.4	0.0	1	0.0	0.0	0.9	0.0	1.1	0.0	1.1	0.0		1.1	"I.E.P. Doug Stewart N'easter Trip ILS 13 CTL 31"
"08/21/06"	"C177RG"	"N2008Q"	"RKD-BHB-BGR"	1.3	1	0	0.7	0.0	3	0.0	0.0	0.8	0.0	1.3	0.0	1.3	0.0		1.3	"I.E.P. Doug Stewart N'easter Trip LOL/DME BC 04/ MAP / HLD (BHB) GPS 33 (BGR)"
"08/22/06"	"C177RG"	"N2008Q"	"BGR-BML"	1.4	1	0	0.0	0.3	1	0.0	0.0	1.2	0.0	1.4	0.0	1.4	0.0		1.4	"I.E.P. Doug Stewart N'easter Trip VOR/DME 18"
"08/22/06"	"C177RG"	"N2008Q"	"BML-LEB"	1.1	1	0	0.0	0.9	1	0.0	0.0	0.9	0.0	1.1	0.0	1.1	0.0		1.1	"I.E.P. Doug Stewart N'easter Trip ILS 18"
"08/22/06"	"C177RG"	"N2008Q"	"LEB-CNH-VSF"	1.1	1	0	0.0	0.9	2	0.0	0.0	0.5	0.0	1.1	0.0	1.1	0.0		1.1	"I.E.P. Doug Stewart N'easter Trip GPS 29/MAP/HLD (CNH) LOC/DME05/CTL rwy 29 (VSF)"
"08/22/06"	"C177RG"	"N2008Q"	"VSF-DDH-1B1"	1.4	1	0	0.0	1.1	2	0.0	0.0	0.7	0.0	1.4	0.0	1.4	0.0		1.4	"I.E.P. Doug Stewart N'easter Trip GPS 13/ MAP (DDH) GPS 21 / HLD (QIZZAZ) (1B1)"
"08/23/06"	"C182Q"	"N1774H"	"BAF-PSF-BAF"	1.6	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0			"Power settings, 2 T&G 1 full stop (PSF) rwy 02 wind 320@11G16"
"08/24/06"	"C182Q"	"N1774H"	"BAF-BAF"	1.3	1	0	0.0	1.1	4	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0			"ILS 20 w/autopilot, VOR A 7B2, VOR DME B w/min equip, ILS 20 w/min equip"
"08/25/06"	"C182Q"	"N1774H"	"BAF-WST-BAF"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0			"Fuel @ WST, FF, winds calm, viz good"
"08/31/06"	"C182Q"	"N1774H"	"BAF-GDM-BAF"	2.0	1	0	0.0	1.8	3	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0			"VOR A GDM published hold, VTF VOR 5 CEF, VTF GPS 2"
"09/04/06"	"C182Q"	"N1774H"	"BAF-ASH-BAF"	1.9	3	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	0.0			"practice holds @ GDM, 2 T&G and go-around @ ASH, 33 BAF 280@7G16"
"09/07/06"	"C182Q"	"N1774H"	"BAF-7B2-BAF"	1.1	1	0	0.2	0.7	4	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0			"VTF VOR A 7B2, VTF ILS 20 (3) below minimums"
"09/08/06"	"C182Q"	"N1774H"	"BAF-0B5"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0			"VFR rwy 16 drop off for work on prop"
"09/21/06"	"7ECA"	"N5235X"	"BAF-0B5"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.6		"taxi, t/o S&L, tailwheel"
"09/21/06"	"C182Q"	"N1774H"	"0B5-EEN-0B5"	1.0	1	0	0.0	0.8	2	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0			"ILS 02 EEN, VOR A 0B5"
"09/21/06"	"C182Q"	"N1774H"	"0B5-BAF"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0			"return from 0B5 w/overhauled prop done VFR"
"09/22/06"	"C182Q"	"N1774H"	"BAF-7B2-area-7B2-BAF"	2.1	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0			"Px Dan, overfly Hayes Maze, Pioneer Valley tour"
"09/26/06"	"C182Q"	"N1774H"	"BAF-EWB-BAF"	1.8	2	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0			"Fuel @ New Bedford, FF, routing around clouds, occ mod turb"
"09/28/06"	"C182Q"	"N1774H"	"BAF-0B5"	1.8	1	0	0.0	1.6	3	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0			"VTF ILS 23 - VOR A ORE Full appr. Pub. hold, VOR A 0B5 Test Prep"
"09/28/06"	"C182Q"	"N1774H"	"0B5-0B5"	1.0	1	0	0.0	0.8	3	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0			"Full appr. NDB 32, NDB 1 @ ORE VOR A 0B5 Test Prep"
"09/28/06"	"C182Q"	"N1774H"	"0B5-BAF"	0.9	1	0	0.0	0.7	1	0.0	0.0	0.0	0.0	0.9	0.0	0.9	0.0			"PPUA, steep 360 L&R, app & dep stalls, VTF NoGyro Loc 20"
"09/30/06"	"C182Q"	"N1774H"	"BAF-FDK"	2.9	1	0	0.0	0.0	0	0.0	0.8	2.9	0.0	2.9	0.0	0.0	0.0			"FF, VFR FP, caution TFRs, Savvy Aviation Seminar"
"10/02/06"	"C182Q"	"N1774H"	"FDK-BAF"	2.4	0	1	0.0	0.0	0	0.0	2.4	2.4	0.0	2.4	0.0	0.0	0.0			"Night, FF, VFR FP, MVFR, rain, rwy 02"
"10/04/06"	"C182Q"	"N1774H"	"BAF-1B2-BAF"	2.3	2	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	0.0			"Vineyard, FF, turf rwy 21, PIREP, power settings"
"10/05/06"	"C182Q"	"N1774H"	"BAF-AQW-BAF"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0			"Fuel, VFR, 10º Flap t/off, VNAV"
"10/06/06"	"C182Q"	"N1774H"	"BAF-PSM-7B2-BAF"	2.5	3	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.5	0.0	0.0	0.0			"p/u Px Bridget in Portsmouth, FF, Pioneer Valley tour, 10º flap t/o, nice VFR day!"
"10/12/06"	"C182Q"	"N1774H"	"BAF-CEF-ORH-BAF"	2.1	1	0	1.8	0.0	5	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0			"5 approches to minimums CEF ILS 23(2), ORH ILS 11(2), BAF VOR 20"
"10/13/06"	"C182Q"	"N1774H"	"BAF-4B9-BAF"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0			"Fuel @ Simsbury, full flap ldg, short field departure"
"10/18/06"	"C182Q"	"N1774H"	"BAF-BAF"	0.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0			"Closed Traffic, 2 T&G, 1 full stop, check engine after oil change"
"10/19/06"	"C182Q"	"N1774H"	"BAF-BAF"	1.8	1	0	0.0	1.6	3	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0			"Test Prep: ILS 23 Full CEF, VOR A 7B2 Full, w/ auto pilot, pub. hold, Airwork, GPS 20"
"10/24/06"	"C182Q"	"N1774H"	"BAF-7B2-BAF"	1.3	1	0	0.0	1.1	4	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0			"VOR A 7B2, VOR DME B 7B2, GPS 14 7B2, LOC 20 circle 33"
"10/26/06"	"C182Q"	"N1774H"	"BAF-CEF-BAF"	1.2	1	0	0.0	1.1	3	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0			"Instrument Flight Test Approved"
"10/31/06"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	1.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0			"Fuel @ Turners Falls, missed @ AQW (truck on rwy) trn. w/ George Px"
"11/01/06"	"C182Q"	"N1774H"	"BAF-CQX-BAF"	2.7	2	0	0.3	0.0	1	0.0	0.0	2.7	0.0	2.7	0.0	0.0	0.0			"1st Solo IFR to Chatham, LOC 20 cir to land 33"
"11/02/06"	"C172L"	"N5PT"	"BAF-0B5-BAF"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			"Px George to p/u Citabria, LORAN procedures"
"11/09/06"	"7ECA"	"N5235X"	"BAF-BAF"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.9		"intro to T.W., preflight cockpit check, taxi, runup, power off/on stalls, steep 360"
"11/15/06"	"7ECA"	"N5235X"	"BAF-BAF"	0.7	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.7		"extend D.W., 3 point landings, go around.. nice!"
"11/21/06"	"7ECA"	"N5235X"	"BAF-BAF"	1.0	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0		"recovery from bounced landings, 3 point ldgs, nice landings!"
"11/22/06"	"7ECA"	"N5235X"	"BAF-BAF"	1.4	12	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	1.4		"3 point landings, wheel landings, George demo'd x-wind wheel ldg"
"11/30/06"	"7ECA"	"N5235X"	"BAF-BAF"	1.2	12	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.2		"3 point + wheel ldgs, wind 190@12, recovery from bounced landing, go around"
"12/07/06"	"C182Q"	"N1774H"	"BAF-0B5"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0			"Delivery for starter adapter"
"12/07/06"	"7ECA"	"N5235X"	"0B5-BAF"	1.5	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	1.5		"3 point + wheel ldgs 34/16, return to BAF, rear seat familiarization"
"12/09/06"	"C182Q"	"N1774H"	"0B5-BAF"	0.5	0	1	0.0	0.0	0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0			"return from service, night VFR"
"12/11/06"	"C182Q"	"N1774H"	"BAF-1B1-BAF"	1.5	0	2	0.0	0.0	0	0.0	1.5	0.0	0.0	1.5	0.0	0.0	0.0			"IFR to Columbia County, night flight, fuel @ 1B1, FF on return occ mod turb"
"12/12/06"	"C182Q"	"N1774H"	"BAF-44N-BAF"	1.5	2	0	0.3	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0			"IFR -> Skyacres, oil p/u ovc 3000', visual approaches"
"12/14/06"	"7ECA"	"N5235X"	"BAF-BAF"	0.9	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.9		"power off, 3 point ldgs. rwy 15 L&R, wheel ldgs, recovery from bounced ldgs"
"12/19/06"	"C182Q"	"N1774H"	"BAF-ORH-1B1-BAF"	2.1	3	0	0.0	0.0	0	0.0	0.0	1.0	0.0	2.1	0.0	0.0	0.0			"Radio check Worcester, fuel@Columbia County, VFR, FF"
"12/20/06"	"C182Q"	"N1774H"	"BAF-CEF-HUL-BAF"	6.4	3	2	0.4	0.0	1	0.0	3.0	6.2	0.0	6.4	0.0	0.0	0.0			"1st Angel Flight, IFR Houlton Maine, return at night, snow squalls, mostly clear, ILS 20"
"12/21/06"	"7ECA"	"N5235X"	"BAF-7B9-4B9-BAF"	1.9	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	1.9		"Ellington, Simsbury, short field ops, x-wind ldg, Go around BAF Wind 340@15G20"
"12/27/06"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	0.9	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0			"Fuel @ Turners Falls, mtg w/Bruce, starter adapter invoice, hangar fire"
"12/28/06"	"C182Q"	"N1774H"	"BAF-OWD-ACK-OWD-BAF"	3.9	4	0	0.0	0.0	0	0.0	0.0	3.9	0.0	3.9	0.0	0.0	0.0			"IFR -> Norwood and Nantucket. Mom & Dad Pxs, winds 280@16G22, tour over Cape"
"01/04/07"	"C182Q"	"N1774H"	"BAF-5B2-BAF"	1.7	2	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	0.0			"Fuel @ Saratoga Springs, VFR"
"01/04/07"	"7ECA"	"N5235X"	"BAF-7B2-BAF"	1.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	1.6		"stall/spin awareness and recovery - 2 1/2 turns left + right"
"01/06/07"	"C182Q"	"N1774H"	"BAF-BAF"	0.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0			"Run up & 3 T+Gs after oil change, winds 250@18G25 rwy 20 left and right traffic"
"01/07/07"	"C182Q"	"N1774H"	"BAF-LKP-BAF"	2.9	2	0	0.0	0.0	0	0.0	0.0	2.9	0.0	2.9	0.0	0.0	0.0			"IFR -> Lake Placid, CAVU, FF return flight, GPS 32 pictures: http://homepage.mac.com/jazzy2nz/AviationAdventures/PhotoAlbum19.html"
"01/10/07"	"C182Q"	"N1774H"	"BAF-WST-MVY-HYA-BAF"	3.5	4	0	0.2	0.0	0	0.0	0.0	3.1	0.0	3.5	0.0	0.0	0.0			"IFR -> WST (icing conditions, accumulated ~1/2"") Fuel@WST,  Angel Flight b/n MVY - HYA, winds 320@16G25"
"01/18/07"	"7ECA"	"N5235X"	"BAF-7B2-BAF"	1.3	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	1.3		"attempted short x-c to GBR, divert 7B2 & BAF. Nice ldgs"
"01/25/07"	"7ECA"	"N5235X"	"BAF-7B2-BAF"	1.7	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	1.7		"3 Point lgds, wind 350@10-12, rear seat 7B2 & BAF, ""Nice Job!"""
"01/25/07"	"7ECA"	"N5235X"	"BAF-BAF"	1.1	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	1.1		"3 point and wheel ldgs, Go-arounds, wind 30014G22"
"02/09/07"	"C182Q"	"N1774H"	"BAF-ORE-BAF"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0			"Test flight of repaired exhaust. 2 low approaches @ BAF, Stop&Go ORE, 300@16G28"
"02/17/07"	"C182Q"	"N1774H"	"BAF-ORE-PSF-BAF"	1.6	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0			"VRF, light turb - occ mod, 290@15G22, Full stop @ ORE & PSF"
"02/24/07"	"C182Q"	"N1774H"	"BAF-AQW-ORE-BAF"	1.8	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0			"VFR, Fuel@AQW, Px Tom R., T&G@ORE, clm winds"
"02/28/07"	"C182Q"	"N1774H"	"BAF-ORH-BAF"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0			"Radio Shop, Biennial Altimeter and encoder check, FF, VFR"
"03/01/07"	"C182Q"	"N1774H"	"BAF-3B0-BAF"	1.7	1	0	0.0	1.4	3	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0			"IFR simulation w/George, full VOR DME B@3B0, hold STURB, ILS 20 BAF vectors, hold CTR, VOR 20 BAF"
"03/04/07"	"C182Q"	"N1774H"	"BAF-BAF"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			"practice ldgs @ ORE"
"03/07/07"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			"T.Falls to p/u George and fuel, soft field t/o"
"03/08/07"	"C182Q"	"N1774H"	"BAF-ACY-BAF"	3.9	1	1	0.0	0.0	0	0.0	2.0	3.9	0.0	3.9	0.0	0.0	0.0			"VFR ff Atlantic City for A-10 tourney. Concern about oil press, beautiful clear day, return at night"
"03/14/07"	"7ECA"	"N5235X"	"BAF-BAF"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0		"TW endorsement!! Wind 180@10G19 - No Door!!"
"03/21/07"	"C182Q"	"N1774H"	"BAF-CEF-LEW-BAF"	3.7	3	0	0.0	0.0	0	0.0	0.0	3.2	0.0	3.7	0.0	0.0	0.0			"Angel Flight, IFR plan, FF return, clear & calm"
"03/23/07"	"C182Q"	"N1774H"	"BAF-AQW-BAF"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0			"Fuel@AQW, occ Mod Turb @ 3K', Wind 300@12G17, 160Kt GS on return"
"03/29/07"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			"New tire @ Turners, lgt turb, 350@16G27"
"03/29/07"	"C182Q"	"N1774H"	"BAF-BAF"	0.5	0	4	0.0	0.0	0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0			"Night ops, stop & go rwy 33, 010@8G17"
"03/30/07"	"C182Q"	"N1774H"	"BAF-BOS-BTV"	3.9	1	1	0.0	0.0	0	0.0	2.3	3.9	0.0	3.9	0.0	0.0	0.0			"Angel flight, IFR, VMC, night ldg @ BTV, brake failure on ldg"
"04/11/07"	"C182Q"	"N1774H"	"BTV-BAF"	1.5	1	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0			"p/u plane from repairs in BTV, VFR, FF nice!"
"04/20/07"	"C182Q"	"N1774H"	"BAF-5B2-BAF"	1.8	2	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0			"fuel @ Saratoga Springs, VFR, FF"
"04/29/07"	"C182Q"	"N1774H"	"BAF-IAG-BAF"	5.4	2	0	1.2	0.0	0	0.0	0.0	5.4	0.0	5.4	0.0	0.0	0.0			"IFR -> Niagara Falls, bkn 4.5K, -RA, amended flt pln avoid icing, auto pilot off"
"05/02/07"	"C182Q"	"N1774H"	"BAF-ORE-BAF"	1.9	1	0	0.0	1.7	2	0.0	0.0	0.0	0.0	1.9	0.0	1.9	0.0			"intercept + track airways, non-standard holds, GPS32 ORE, PPUA, MCA, ILS20 BAF"
"05/03/07"	"C182Q"	"N1774H"	"BAF-AQW-BAF"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0			"Fuel @ AQW, 12kt x-w lgd, light turb, CAVU"
"05/07/07"	"C182Q"	"N1774H"	"BAF-BHB-BAF"	4.9	2	0	0.0	0.0	0	0.0	0.0	4.9	0.0	4.9	0.0	0.0	0.0			"IFR ->BHB, CAVU, VFR Return, FF, tour Georgetown Island"
"05/09/07"	"C182Q"	"N1774H"	"BAF-0B5-7B9-WST-CQX-7B9-BAF"	4.4	6	0	0.0	0.0	0	0.0	0.0	3.0	0.0	4.4	0.0	0.0	0.0			"PX Kim, Lunch @ Chatham, Fuel @ WST, Whales in Cape Bay West of PVC, FF, calm, VFR"
"05/10/07"	"C182Q"	"N1774H"	"BAF-4B9-BAF"	0.8	0	6	0.0	0.0	0	0.0	0.6	0.0	0.0	0.8	0.0	0.0	0.0			"Night ops & short rwy, 4 night landings"
"05/11/07"	"7ECA"	"N5235X"	"BAF-BAF"	0.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4		"Closed traffic, 3 pt ldg"
"05/12/07"	"C182Q"	"N1774H"	"BAF-7B9-4B9-BAF"	1.2	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0			"Heli & jumper traffic @ 7B9, transition BDL->4B9, Px Tom R."
"05/13/07"	"C182Q"	"N1774H"	"BAF-BAF"	0.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0			"Closed tfc, VOR check, deliver Air Flyte for digital tach"
"05/21/07"	"7ECA"	"N5235X"	"BAF-BAF"	1.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	1.6		"Mall photos Hampshire, Pittsfield, steep turns"
"05/22/07"	"7ECA"	"N5235X"	"BAF-44N-BAF"	3.4	2	0	0.0	0.0	0	0.0	0.0	3.4	0.0	3.4	0.0	0.0	0.0	3.4		"Mall photos, Sky Acres, steep turns, slow flight"
"05/23/07"	"C182Q"	"N1774H"	"BAF-BAF"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0			"Digital tach test flight w/Doric"
"05/23/07"	"C182Q"	"N1774H"	"BAF-PSF-BAF"	1.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0			"Power settings w/new tach, 3 T&G @ PSF, one ldg 4B9"
"05/24/07"	"7ECA"	"N5235X"	"BAF-BVY-BAF"	2.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	2.6		"Mall photos, Class ""B"" clnc"
"05/24/07"	"C182Q"	"N1774H"	"BAF-BAF"	0.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0			"3 T&G, check flap status"
"05/26/07"	"C182Q"	"N1774H"	"BAF-2B2-AQW-BAF"	3.7	3	0	0.0	0.0	0	0.0	0.0	2.5	0.0	3.7	0.0	0.0	0.0			"Plum Island, FF, Px Brad, Fuel @ AQW, occ Mod Turb, nice!"
"05/26/07"	"C182Q"	"N1774H"	"BAF-OWD-BAF"	1.8	2	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0			"Return Brad -> Boston, FF, solo return, AutoPilot check"
"05/30/07"	"C182Q"	"N1774H"	"BAF-SFZ-PVD-III-SFZ-BAF"	2.6	5	0	0.0	1.2	2	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0			"Safety Pilot Steve, GPS 34 VTF, VOR 34, hold, stop @ Newport"
"05/31/07"	"C182Q"	"N1774H"	"BAF-AQW-BAF"	1.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0			"Fuel @ AQW"
"06/06/07"	"C182Q"	"N1774H"	"BAF-CAK"	4.4	1	0	1.0	0.0	0	0.0	0.0	4.4	0.0	4.4	0.0	0.0	0.0			"IFR, icing 1/2"", block alt clearance"
"06/06/07"	"C182Q"	"N1774H"	"CAK-3LF"	4.2	1	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	0.0			"IFR, VMC, Litchfield, ILL"
"06/06/07"	"C182Q"	"N1774H"	"3LF-ICT"	4.4	0	1	0.0	0.0	0	0.0	1.5	4.4	0.0	4.4	0.0	0.0	0.0			"VFR, night ldg, winds 28G35"
"06/09/07"	"C182Q"	"N1774H"	"ICT-IJX"	3.0	1	0	0.4	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0			"IFR, changed data card, Jacksonville Ill"
"06/09/07"	"C182Q"	"N1774H"	"IJX-CAK"	3.8	1	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	0.0			"IFR, lost vac @ 3069.7 tach in VMC"
"06/10/07"	"C182Q"	"N1774H"	"CAK-BAF"	4.1	1	0	0.0	0.0	0	0.0	0.0	4.1	0.0	4.1	0.0	0.0	0.0			"VFR, FF, scud run by POU, no vac, not a fun flight."
"06/12/07"	"C182Q"	"N1774H"	"BAF-ORH-0B5"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0			"VFR, Radio Shop to leave 530 for WAAS upgrade, left plane @ 0B5 for annual"
"06/12/07"	"7ECA"	"N5235X"	"0B5-BAF"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.6		"TW, wheel ldg on 02"
"07/05/07"	"C182Q"	"N1774H"	"0B5-ORH"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			"p/u from annual, WAAS upgrade @ ORH, VFR"
