Date	A/C Type	A/C Ident	Route of Flight	# App	Remarks	day ldg	nt ldg	nt t/o	ASEL	AMEL	Heli	Night	Inst	Sim Inst	Flight Sim	XC	Dual	PIC	Solo	Total Time of Flight		yr/mo	year	Instrument currency stuff			daily count stuff	
6/9/08	PA-28	N75078	COS - LXV		"to LXV via Woodland Park, Canon City, Royal Gorge Bridge, Salida, Buena Vista, SP for Chad"				0.4									0.4		0.4		200806	2008	17	6/9/08		06/09	
6/9/08	PA-28	N75078	AEJ - AEJ	1	"Chad DeNaughel SP, on way to LXV"				0.1					0.1				0.1		0.1		200806	2008	17	6/9/08		06/09	
6/9/08	PA-28	N75078	LXV - APA	1	"Long, slow t/o roll at LXV, airborne just before midfield on 6400' runway, climbout very slow at 100 fpm or less.  Good mountain lift, 1000 fpm up to 14,000!  C. DeNaughel SP"	1			1.0					0.1		1.0		1.0		1.0		200806	2008	16	6/9/08		06/09	
6/9/08	PA-28	N75078	APA - 00V - COS	1	"Slow climbout of APA.  T/g at 00V!  Very gusty, rough final at COS.  C. DeNaughel SP"	2			0.9					0.1		0.9		0.9		0.9		200806	2008	15	6/9/08		06/09	
6/10/08	PA-28	N75078	COS - COS	3	"Much smoother air, better approaches.  C. DeNaughel SP"	1			1.3					1.0				1.3		1.3		200806	2008	14	6/10/08		06/10	
6/10/08	PA-28	N75078	COS - OUN	1	"tailwind most of way home, storm near Wichita visible for most of flight, OVC 1300 at OUN"	1			4.0				0.1			4.0		4.0		4.0		200806	2008	11	6/10/08		06/10	
6/29/08	PA-28	N75078	OUN - AVK - OUN		"With Don DeWitt and Steve Ruse to pick up Don's new Fisher Biplane, caught up on way back, saw smoke from smoke system, took pics, flew over fire and got bumped"	2			2.5							2.5		2.5		2.5		200806	2008	10	6/29/08		06/29	
7/4/08	PA-28	N75078	OUN - O38		2nd flight with Piper!  To Owasso for the weekend.  She fell asleep about halfway through	1			1.2							1.2		1.2		1.2		200807	2008	10	7/4/08		07/04	
7/5/08	PA-28	N75078	O38 - TUL - O38		"2nd flight ever with Randy.  Over Lake Oologah, T/G at TUL, over downtown"	2			1.1									1.1		1.1		200807	2008	10	7/5/08		07/05	
7/6/08	PA-28	N75078	O38 - OUN		"Back from Owasso, Piper's 3rd flight, slept the whole way"	1			1.3							1.3		1.3		1.3		200807	2008	10	7/6/08		07/06	
7/19/08	PA-28	N75078	OUN-1K4-ADM-OUN		With Matt Huch for lunch at Blue Pig BBQ at ADM with DFW pilots group	3			2.0							2.0		2.0		2.0		200807	2008	10	7/19/08		07/19	
7/27/08	PA-28	N75078	OUN-OJA-1O4-CLK-F36-OUN		Burning fuel before SB1006 at annual	5			2.0							2.0		2.0	2.0	2.0		200807	2008	10	7/27/08		07/27	
9/25/08	PA-28	N75078	OUN-OUN		Post-annual and overhaul maintenance check flight	1			0.4									0.4	0.4	0.4		200809	2008	10	9/25/08		09/25	
9/26/08	PA-28	N75078	OUN-OUN		Engine break-in	1			1.2									1.2	1.2	1.2		200809	2008	10	9/26/08		09/26	
9/27/08	PA-28	N75078	OUN-O44-1K4-OUN		"Fly-in at O44, more engine break-in, gas at 1K4"	3			1.5									1.5	1.5	1.5		200809	2008	10	9/27/08		09/27	
10/4/08	PA-28	N75078	OUN-1K4-OK10-PVJ-OUN		"To see Jim Baker's field (Entropy), fly-in at Paul's Valley"	4			1.3									1.3	1.3	1.3		200810	2008	10	10/4/08		10/04	
10/11/08	PA-28	N75078	OUN-1K4-53OK-OUN		"gas at 1K4, fly-in at 53OK, Steve, Herb and Don all there"	3			1.1									1.1	1.1	1.1		200810	2008	10	10/11/08		10/11	
10/19/08	PA-28	N75078	OUN-3O3-OUN			2			0.9									0.9	0.9	0.9		200810	2008	10	10/19/08		10/19	
10/24/08	PA-28	N75078	OUN-SNL-OUN		"visibility over 60nm, could see Wichita Mts from Lake Thunderbird"	2			0.9									0.9	0.9	0.9		200810	2008	10	10/24/08		10/24	
10/25/08	PA-28	N75078	OUN-LAW-OUN		"with Matt Huch, lunch at LAW, overflight of Wichita Mts, great visibility >50nm"	2			2.0							2.0		2.0		2.0		200810	2008	10	10/25/08		10/25	
11/1/08	PA-28	N75078	OUN-PVJ-OUN		"with John Compton, first flight in OK, over O44, Muldrow, Turner Falls, fly-in at PVJ - saw Jim and Herb there"	2			1.6									1.6		1.6		200811	2008	10	11/1/08		11/01	
11/6/08	PA-28	N75078	OUN-1K4-3O3-OUN		"night currency, good visibility, tailwind landings at OUN, 4 ldgs to full stop"		5	5	0.9			0.9						0.9	0.9	0.9		200811	2008	10	11/6/08		11/06	
11/8/08	PA-28	N75078	OUN-O65-6K4-OUN		"to Fairview fly-in with Steve, great visibility, 40+ knot tailwind at 7500 on way back"	3			2.0							2.0		2.0		2.0		200811	2008	10	11/8/08		11/08	
11/15/08	PA-28	N75078	OUN-O44-OUN		"O44 fly-in with Matt Hutch, cold and windy (30kt gusts), flew back 11.4nm at 80 MIAS in 16 min, ~40kt GS"	2			1.1									1.1		1.1		200811	2008	10	11/15/08		11/15	
11/19/08	PA-28	N75078	OUN-PWA		"To PWA for transponder/altimeter checks, flew up I-35 corridor with 35deg crab angle into wind"	1			0.4									0.4	0.4	0.4		200811	2008	10	11/19/08		11/19	
11/19/08	R22BII	N240SH	PWA-F29-PWA		"Helicopter intro flight - normal and steep approaches, hovers, patterns, pick up and let downs, demo autorotation"	5					1.2						1.2			1.2		200811	2008	10	11/19/08		11/19	
11/19/08	PA-28	N75078	PWA-OUN		Return flight	1			0.4									0.4	0.4	0.4		200811	2008	10	11/19/08		11/19	
11/24/08	PA-28	N75078	OUN-GKY-OUN		"Graceflight to Arlington, 1.6 down, 1.9 back, tailwind and 140-150kt cruise on way down, bumpy at 6000, smooth at 7000"	2			3.5							3.5		3.5	1.9	3.5		200811	2008	10	11/24/08		11/24	
12/7/08	PA-28	N75078	OUN-F22-4O2-O53-O66-2K1-WDG-OUN		"new airports, 163kt gs at 4500 northbound, O66 1600X21? Shortest strip yet, F22 had pulsating VASI, 2K1 landed on paved part"	7			2.3							2.3		2.3	2.3	2.3		200812	2008	10	12/7/08		12/07	
12/12/08	PA-28	N75078	OUN-OUN		Warming oil for oil change	5			0.6									0.6	0.6	0.6		200812	2008	10	12/12/08		12/12	
12/21/08	PA-28	N75078	OUN-OUN		"Test of vortex generators.  Cold day 28 deg, fuel to tabs, only me on board, wind 340 at 9, runway 35, t/o ~470 ft"	4			0.5									0.5	0.5	0.5		200812	2008	10	12/21/08		12/21	oil at 6 qts before flight
12/28/08	PA-28	N75078	OUN-OUN		"Flight with John Compton and son over OKC.  Son started feeling sick about halfway through, came back to land.  Great landing!"	1			0.8									0.8		0.8		200812	2008	10	12/28/08		12/28	
1/3/09	PA-28	N75078	OUN-O44-PVJ-OUN		"PVJ fly-in with John Compton and son JT, landed at ""farmer's field"" O44, JT flew back from PVJ, did very well following I-35"	3			1.3									1.3		1.3		200901	2009	10	1/3/09		01/03	
1/10/09	PA-28	N75078	OUN-ADM		"to ADM pancake breakfast with Matt Huch and Steve Ruse, Matt left seat, me right seat, windows fogged on takeoff, 150+kts groundspeed with tailwind"	1			0.8							0.8		0.8		0.8		200901	2009	10	1/10/09		01/10	
1/10/09	PA-28	N75078	ADM-OUN	3	"return flight, me left seat, Steve Ruse safety pilot"	1			1.1					0.7		1.1		1.1		1.1		200901	2009	10	1/10/09		01/10	
1/11/09	PA-28	N75078	OUN-MLC-OUN		"with Piper to meet Steve Ruse, Jim Bynum and 16 others for lunch in McAlester.  Great girl, fell asleep last 15 minutes of outbound flight, 40 minutes of return flight"	2			2.0							2.0		2.0		2.0		200901	2009	7	1/11/09		01/11	
1/18/09	PA-28	N75078	OUN-LAW-OUN		"Formation flight with Steve and Tyler in Grumman, flight over Wichita Mts, lunch at LAW"	2			2.0							2.0		2.0	2.0	2.0		200901	2009	7	1/18/09		01/18	"oil at 4 qts at start, added 1 qt at 1.2 into flight"
1/20/09	R22BII	N4179M	PWA-HSD-PWA		"pre/post flight, normanl t/o and app, patterns, hover work, A/S and altitude changes, turns"	5					1.5						1.5			1.5		200901	2009	7	1/20/09		01/20	
1/22/09	R22BII	N4179M	PWA-F29-PWA		normal procedures	5					1.1						1.1			1.1		200901	2009	7	1/22/09		01/22	
1/25/09	PA-28	N75078	OUN-1K4-O44-1K4-OUN		short field practice	5			0.8									0.8	0.8	0.8		200901	2009	7	1/25/09		01/25	
1/28/09	R22BII	N240SH	PWA-F29-PWA		"normal/max t/o, norm/steep app, hover work, patterns, straight auto"	6					1.3						1.3			1.3		200901	2009	7	1/28/09		01/28	
2/2/09	R22BII	N4179M	PWA-F29-PWA		"autos, slopes, steep/normal app, quick stops"	6					1.1						1.1			1.1		200902	2009	7	2/2/09		02/02	
2/2/09	PA-28	N75078	OUN-OKC-OUN		"Photo flight with Steve Ruse and Gene, over OKC and PWA, 3 t/o, ldg to FS (1 at OKC)"		3	3	0.7			0.7						0.7		0.7		200902	2009	7	2/2/09		02/02	
2/4/09	R22BII	N4179M	PWA-F29-PWA		"normal/steep app, autos, quick stops, confined area landings, max perf t/o, slopes, settling with power demo"	7					1.3						1.3			1.3		200902	2009	7	2/4/09		02/04	
2/7/09	PA-28	N75078	OUN-PVJ-OUN		"to PVJ fly-in with Steve Ruse in Grumman, Tyler in C152, above coulds, fly-by of Entropy, Piper came along"	2			1.5									1.5		1.5		200902	2009	7	2/7/09		02/07	
2/11/09	R22BII	N240SH	PWA-F29-PWA		"confined area ops, autos, hovering autos"	5					1.2						1.2			1.2		200902	2009	7	2/11/09		02/11	
2/12/09	R22BII	N4179M	PWA-F29-PWA		"autos, 180 autos, slopes, normal procedures"	10					1.4						1.4			1.4		200902	2009	7	2/12/09		02/12	
2/14/09	PA-28	N75078	OUN-53OK		with Steve Ruse for Thompson EAA Fly-in	1			0.4									0.4		0.4		200902	2009	7	2/14/09		02/14	
2/14/09	PA-28	N75078	53OK-OUN	4	"return from fly-in, approaches, Steve Ruse SP, pop-up IFR clearance once current, cloud bases at 3000, tops 4000, rapidly clearing"	1			1.2				0.1	0.8				1.2		1.2		200902	2009	7	2/14/09	39858	02/14	
2/16/09	R22BII	N240SH	PWA-F29-PWA		"autos, 180/straight, settling"	8					1.2						1.2			1.2		200902	2009	3			02/16	
2/17/09	R22BII	N4179M	PWA-2O8-PWA		"cross-country, confined area"	3					1.1					1.1	1.1			1.1		200902	2009	3			02/17	
2/18/09	R22BII	N4179M	PWA-PWA		"autos, 180 autos, pedal turns in 20-kt wind"	8					1.1						1.1			1.1		200902	2009	3			02/18	
2/22/09	PA-28	N75078	OUN-3T0-1F4-0F9-F31-DUA-AQR-08F-OUN		"Lunch with Craig, Andrew, and others at Cedar Mills, TX"	8			3.4							3.4		3.4	3.4	3.4		200902	2009	3			02/22	
2/23/09	R22BII	N4179M	PWA-CLK-PWA		Night XC		2	2			2.3	2.3				2.3	2.3			2.3		200902	2009	3			02/23	
2/24/09	R22BII	N4179M	PWA-CHK-PWA		"autos, settling, slopes, pirouettes, hover turns around a point"	8					1.6					1.6	1.6			1.6		200902	2009	3			02/24	
2/24/09	PA-28	N75078	OUN-OKC-OUN		Flight with Matt Huch and daughter Carolina around OKC		2	2	0.9			0.9						0.9		0.9		200902	2009	3			02/24	
2/26/09	R22BII	N4179M	PWA-HSD-PWA		"norm t/o and app, hover work, governer off, run-on ldgs, staright/180 auto, stuck pedal, steep app, slopes"	10					1.5						1.5			1.5		200902	2009	3			02/26	
2/27/09	R22BII	N4179M	PWA-F29-PWA		"norm/max t/o, normal/steep app, gov off, low rpm, straight/180 auto, patterns, hoverwork"	6					1.2						1.2			1.2		200902	2009	3			02/27	
3/2/09	R22BII	N4179M	PWA-F29-PWA		"solo - normal/max perf t/o, normal/steep app, hovers, gov off hover, pedal turns, hovering backwards/sideways"	6					1.3						0.5	1.3	0.8	1.3		200903	2009	3			03/02	
3/6/09	PA-28	N75078	OUN-PWA		to D+B Aircraft Engines to fix oil consumption problem	1			0.3									0.3	0.3	0.3		200903	2009	3			03/06	
3/8/09	R22BII	N4179M	PWA-F29-*-PWA		"solo work, normal/steep app, norm/max perf t/o, hover turns, pinnacle, confined area, slopes, straight autos, gov off"	7					1.6					1.6		1.6	1.6	1.6		200903	2009	3			03/08	
3/10/09	R22BII	N4179M	PWA-HSD-PWA		"solo work, normal/steep app, norm/max perf t/o, hover turns, gov off, windy, flight over downtown"	8					1.2							1.2	1.2	1.2		200903	2009	3			03/10	
3/11/09	R22BII	N4179M	PWA-F29-PWA		"solo work, normal/steep app, norm/max perf t/o, pedal turns, hovering, pinnacle, settling with power"	9					1.2							1.2	1.2	1.2		200903	2009	3			03/11	
3/11/09	PA-28	N75078	PWA-OUN		return flight after engine maintenance		1	1	0.6			0.6						0.6	0.6	0.6		200903	2009	3			03/11	
3/17/09	R22BII	N4179M	PWA-OUN-1K4-3O3-PWA		"night flight, traffic patterns, over downtown and Moore"		6	6			1.7	1.7				1.7		1.7	1.7	1.7		200903	2009	3			03/17	
3/19/09	R22BII	N4179M	PWA-SNL-PWA		"night flight, traffic patterns, hovers, pedal turns, steep/normal ldgs, crosswind"		8	8			2.0	2.0				2.0		2.0	2.0	2.0		200903	2009	3			03/19	
3/20/09	R22BII	N4179M	PWA-PWA		night pattern work		7	7			1.3	1.3						1.3	1.3	1.3		200903	2009	3			03/20	
3/29/09	PA-28	N75078	OUN-O44-OUN		"post-mx engine break-in, stopped at McCaslin to remove oil cooler plate"	2			1.0									1.0	1.0	1.0		200903	2009	3			03/29	
4/3/09	R22BII	N4179M	PWA-RCE-PWA		"normal app, pinnacle, autos, 180 autos, slopes"	6					1.1						1.1	1.1		1.1		200904	2009	3			04/03	
4/4/09	PA-28	N75078	OUN-HQZ-CUH-OUN	1	"ARF rescue flight ""Chance"" 30 lb pit bull puppy, IMC down in Dallas area, broke out just above minimums"	3			4.7				0.3			4.7		4.7	4.7	4.7		200904	2009	3				
4/7/09	R22BII	N4179M	PWA-F92-HSD-PWA		"solo practice - normals, steep, slopes, OGE hover"						1.6					1.6		1.6	1.6	1.6		200904	2009	2				
4/8/09	R22BII	N4179M	PWA-PVJ-*-1K4-PWA		long solo xc	4					1.7					1.7		1.7	1.7	1.7		200904	2009	2				
4/11/09	PA-28	N75078	OUN-ADM-OUN		"pancake breakfast with Piper, Matt Huch and son Landon.  First time for Piper with new headset, wore it the whole way back"	2			1.8							1.8		1.8		1.8		200904	2009	2				
4/13/09	R22BII	N4179M	PWA-HSD-PWA		"normal/steep, settling, autos, gov off, confined, slopes"	7					1.2							1.2	1.2	1.2		200904	2009	2				
4/25/09	C172SP	N790SP	PHNY-PHNY		"one pattern at PHNY (Lanai, HI) with Chad.  Flight from PHNL to Molokai to Lanai and back.  Cleared VFR at or below 17,000!"	1			0.0									0.0		0.0		200904	2009	2				
5/14/09	R22BII	N4179M	PWA-HSD-PWA		"solo practice - normals, steep, slopes, OGE hover"	7					1.0							1.0	1.0	1.0		200905	2009	2				
5/16/09	PA-28	N75078	OUN-O44-1K4-OUN		"McCaslin fly-in , soft wet field"	4			1.0									1.0	1.0	1.0		200905	2009	2				
5/17/09	PA-28	N75078	OUN-GLE-OUN		"Lunch at Gainesville with Piper, flew down with Steve and Brittany, met Craig Helm there"	2			2.3							2.3		2.3		2.3		200905	2009	2				
5/18/09	R22BII	N4179M	PWA-OJA-PWA		"2hr, 50nm day VFR X/C, straight/180/hover auto"	6					2.1					2.1	2.1	2.1		2.1		200905	2009	2				
5/20/09	R22BII	N4179M	PWA-RCE-PWA		"solo practice - normals, steep, slopes, OGE hover, gov off, pedal turns, running landings/takeoffs, low rpm recovery, confined area, pinnacle"	7					1.2							1.2	1.2	1.2		200905	2009	2				
5/21/09	PA-28	N75078	OUN-TKI-CHK-OUN		"Graceflight from TKI to CHK, ATC - ""need you to read your flight plan like with FSS""??"	3			3.0							3.0		3.0		3.0		200905	2009	2				
5/22/09	R22BII	N4179M	PWA-RCEPWA		"Solo practice - normal/steep app/t/o/ldg, shallow app/run-on ldg, confined, go-around, hover turns, quick stop, pinnacle, crosswinds, low rpm, hover auto"	6					1.2							1.2	1.2	1.2		200905	2009	2				
5/26/09	R22BII	N4179M	PWA-HSD-PWA		"solo practice, over to Expressway Airport, then around antennas to HSD - hover turns, normal/steep t/o/ldgs, slopes"	5					1.5							1.5	1.5	1.5		200905	2009	2				
5/27/09	PA-28	N75078	OUN-ADS-PWA		"Graceflight OUN-ADS, OVC in OKC, SCT in Dallas, shortcut the Fingr 3 arrival, VFR for return over solid undercast in OK, IFR clearance with OKC approach"	2			3.4				0.2			3.4		3.4	2.0	3.4		200905	2009	2				
5/27/09	R22BII	N4179M	PWA-RCE-PWA		"solo practice - gusty wind, slopes, hover turns, ""round the windsock"", pinnacle, confined, normal/steep, aborted takeoff"	5					1.2							1.2	1.2	1.2		200905	2009	2				
5/27/09	PA-28	N75078	PWA-OUN		return flight	1			0.3									0.3	0.3	0.3		200905	2009	2				
6/4/09	R22BII	N4179M	PWA-HSD-RCE-PWA		"Solo practice - normal/steep app/t/o/ldg, shallow app/run-on ldg, confined, go-around, hover turns, quick stop, pinnacle, crosswinds, hover auto, gov off"	7					1.4							1.4	1.4	1.4		200906	2009	2				
6/5/09	R22BII	N4179M	PWA-O44-OKC-PWA		"Solo XC, normal/steep, pedal turns, slopes, air taxi, hover taxi"	5					1.5					1.5		1.5	1.5	1.5		200906	2009	2				
6/6/09	PA-28	N75078	OUN-O38-BVO-O38-OUN		"With Piper to Gundy's to get Mom and Dad, then to Bartlesville Biplane Expo.  Tailwind on way there, 40kts, 156 kts GS!"	4			3.3							3.3		3.3		3.3		200906	2009	2				
6/7/09	PA-28	N75078	OUN-RCE-OUN	2	To RCE for Aviation Consignment Auction with Steve Ruse Safety Pilot	2			0.9					0.8				0.9		0.9		200906	2009	2				
6/16/09	R22BII	N4179M	PWA-HSD-RCE-PWA		"Solo practice - normal/steep app/t/o/ldg, shallow app/run-on ldg, confined, go-around, hover turns, quick stop, pinnacle, crosswinds, hover auto"	7					1.4							1.4	1.4	1.4		200906	2009	0				
6/18/09	R22BII	N4179M	PWA-PWA		"checkride prep - norm/max t/o, norm/steep app, hover work, autos"	6					1.1						1.1	1.1		1.1		200906	2009	0				
6/20/09	PA-28	N75078	OUN-OKC-OUN		"with Devlin Polite, intro to flying, he flew most of flight, did well, flew over to OKC and over his house and back"	2			1.1									1.1		1.1		200906	2009	0				
6/21/09	PA-28	N75078	OUN-OUN		"over construction near OKC, clouds"	1			1.1									1.1	1.1	1.1		200906	2009	0				
6/29/09	R22BII	N4179M	PWA-RCE-PWA		"Solo practice - hovers, OGE hover, settling, pedal turns, normal/steep app/ldg/t/o, 180 autos to go-around"	7					1.3							1.3	1.3	1.3		200906	2009	0				
7/3/09	PA-28	N75078	OUN-O38-OUN		"with Piper to Grandma and Grandpa's house - good girl the whole way, mostly ate and read"	2			2.3							2.3		2.3		2.3		200907	2009	0				
7/17/09	PA-28	N75078	OUN-TKI-OUN		Grace Flight	2			2.9							2.9		2.9	1.3	2.9		200907	2009	0				
7/24/09	R22BII	N4179M	PWA-RCE-PWA		"norm/steep app, low rpm, gov off, slopes, straight/hover auto, checkride prep"	10					1.7						1.7	1.7		1.7		200907	2009	0				
7/26/09	PA-28	N75078	OUN-OUN		oil warm up and post-oil change check flight	5			1.0									1.0	1.0	1.0		200907	2009	0				
7/28/09	R22BII	N4179M	PWA-RCE-PWA		"norm t/o, shallow app, 180/straight/hover auto, forced, settle w/ power, checkride prep"	6					1.1						1.1	1.1		1.1		200907	2009	0				
7/30/09	R22BII	N4179M	PWA-RCE-PWA		"steep app, pinnacle, confined, quick stop, straight/180/hover/forced auto, checkride prep"	8					1.4						1.4	1.4		1.4		200907	2009	0				
7/31/09	R22BII	N4179M	PWA-WLD-0KS9		straight/180 autos - prep	5					2.1					2.1	2.1	2.1		2.1		200907	2009	0				
7/31/09	R22BII	N4179M	0KS9-0KS9		Commercial Pilot RH check OK	5					0.7							0.7		0.7		200907	2009					
7/31/09	R22BII	N4179M	0KS9-PNC-PWA		Return flight	2					2.1					2.1		2.1		2.1		200907	2009					
8/1/09	PA-28	N75078	OUN-OUN		with Matt Huch and Misty around OKC	1			0.6									0.6		0.6		200908	2009					
8/4/09	PA-28	N75078	OUN-M88-FVX-CGS		"trip to NACO, diverted from OWB to M88 for storms in KY, lots of buildups, 11,000 ft, 20 knot tailwing the whole way, dodging storms"	3			9.1				0.2			9.1		9.1	9.1	9.1		200908	2009					
8/7/09	PA-28	N75078	CGS-0I8-DXE-OUN		"Return with cats, smooth flight whole way, slight headwind"	3			10.4							10.4		10.4	10.4	10.4		200908	2009					
8/14/09	PA-28	N75078	OUN-PWA		Respositioning for Okie Derby	1			0.4									0.4	0.4	0.4		200908	2009					
8/15/09	PA-28	N75078	PWA-PWA		"Okie Derby with Steve Ruse!  Checkpoints 1S4 and F36, +7 seconds and -0.1 gallons, 2nd place!"	1			2.4									2.4		2.4		200908	2009					
8/15/09	PA-28	N75078	PWA-OUN		Return flight	1			0.4									0.4	0.4	0.4		200908	2009					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
